membership_id,group_id,user_id,joined_date,left_date,role,share_percentage
MEM_000387,GRP_0075,USR_0607,2022-08-12,,member,0.25
MEM_000388,GRP_0075,USR_0750,2022-07-25,,member,0.25
MEM_000389,GRP_0076,USR_0320,2025-04-14,,admin,0.5
MEM_000390,GRP_0076,USR_0739,2025-03-22,,member,0.5
MEM_000391,GRP_0077,USR_0265,2019-09-14,,admin,0.3353
MEM_000392,GRP_0077,USR_0256,2019-09-13,,member,0.174
MEM_000393,GRP_0077,USR_0051,2019-10-04,,member,0.2275
MEM_000394,GRP_0078,USR_0496,2025-08-27,,admin,0.125
MEM_000395,GRP_0078,USR_0414,2025-09-01,,member,0.125
MEM_000396,GRP_0078,USR_0899,2025-08-27,,member,0.125
MEM_000397,GRP_0078,USR_0235,2025-08-13,,member,0.125
MEM_000398,GRP_0078,USR_0169,2025-09-02,,member,0.125
MEM_000399,GRP_0078,USR_0002,2025-08-24,,member,0.125
MEM_000400,GRP_0078,USR_0462,2025-08-26,,member,0.125
MEM_000401,GRP_0078,USR_0738,2025-09-01,,member,0.125
MEM_000402,GRP_0079,USR_0812,2021-12-10,,admin,0.25
MEM_000403,GRP_0079,USR_0703,2021-12-29,,member,0.25
MEM_000404,GRP_0079,USR_0352,2021-12-12,,member,0.25
MEM_000405,GRP_0079,USR_0756,2021-12-13,,member,0.25
MEM_000406,GRP_0080,USR_0259,2017-07-08,,admin,0.25
MEM_000407,GRP_0080,USR_0833,2017-07-01,,member,0.25
MEM_000408,GRP_0080,USR_0056,2017-06-30,2023-07-06,member,0.25
MEM_000409,GRP_0080,USR_0274,2017-06-17,2021-09-03,member,0.25
MEM_000410,GRP_0081,USR_0555,2016-02-17,,admin,0.25
MEM_000411,GRP_0081,USR_0017,2016-01-30,,member,0.25
MEM_000412,GRP_0081,USR_0272,2016-02-12,,member,0.25
MEM_000413,GRP_0081,USR_0256,2016-02-17,,member,0.25
MEM_000414,GRP_0082,USR_0730,2022-04-01,,admin,0.1713
MEM_000415,GRP_0082,USR_0421,2022-04-26,,member,0.3466
MEM_000416,GRP_0082,USR_0959,2022-04-04,2022-09-14,member,0.0798
MEM_000417,GRP_0082,USR_0729,2022-04-03,,member,0.1084
MEM_000418,GRP_0082,USR_0014,2022-04-11,,member,0.2842
MEM_000419,GRP_0082,USR_0354,2022-04-14,,member,0.2917
MEM_000420,GRP_0083,USR_0614,2020-09-06,,admin,0.3333
MEM_000421,GRP_0083,USR_0687,2020-08-31,,member,0.3333
MEM_000422,GRP_0083,USR_0143,2020-09-02,,member,0.3333
MEM_000423,GRP_0084,USR_0644,2021-12-05,,admin,0.3333
MEM_000424,GRP_0084,USR_0120,2021-11-27,,member,0.3333
MEM_000425,GRP_0084,USR_0384,2021-12-17,,member,0.3333
MEM_000426,GRP_0085,USR_0594,2018-07-23,,admin,0.5
MEM_000427,GRP_0085,USR_0739,2018-07-11,2020-11-23,member,0.5
MEM_000428,GRP_0086,USR_0075,2022-08-26,2024-05-14,admin,0.3333
MEM_000429,GRP_0086,USR_0224,2022-09-07,,member,0.3333
MEM_000430,GRP_0086,USR_0146,2022-08-30,,member,0.3333
MEM_000431,GRP_0087,USR_0292,2019-01-14,,admin,0.0662
MEM_000432,GRP_0087,USR_0538,2019-01-25,,member,0.1884
MEM_000433,GRP_0087,USR_0370,2019-01-22,2019-07-12,member,0.1223
MEM_000434,GRP_0087,USR_0196,2019-01-21,,member,0.3058
MEM_000435,GRP_0088,USR_0086,2022-09-19,2022-10-12,admin,0.1442
MEM_000436,GRP_0088,USR_0790,2022-09-24,,member,0.2805
MEM_000437,GRP_0088,USR_0752,2022-09-21,,member,0.3569
MEM_000438,GRP_0089,USR_0934,2020-03-31,,admin,0.0568
MEM_000439,GRP_0089,USR_0734,2020-03-15,,member,0.3413
MEM_000440,GRP_0090,USR_0954,2019-08-26,,admin,0.141
MEM_000441,GRP_0090,USR_0634,2019-08-14,,member,0.1856
MEM_000442,GRP_0090,USR_0066,2019-08-30,,member,0.0683
MEM_000443,GRP_0090,USR_0840,2019-08-11,2019-11-15,member,0.3735
MEM_000444,GRP_0091,USR_0859,2016-07-13,2019-03-21,admin,0.3333
MEM_000445,GRP_0091,USR_0916,2016-07-16,2020-05-22,member,0.3333
MEM_000446,GRP_0091,USR_0662,2016-07-22,,member,0.3333
MEM_000447,GRP_0092,USR_0165,2023-12-29,,admin,0.1429
MEM_000448,GRP_0092,USR_0273,2024-01-17,,member,0.1429
MEM_000449,GRP_0092,USR_0590,2024-01-12,2024-06-30,member,0.1429
MEM_000450,GRP_0092,USR_0793,2024-01-08,,member,0.1429
MEM_000451,GRP_0092,USR_0731,2024-01-12,2024-11-02,member,0.1429
MEM_000452,GRP_0092,USR_0664,2024-01-09,,member,0.1429
MEM_000453,GRP_0092,USR_0877,2024-01-07,,member,0.1429
MEM_000454,GRP_0093,USR_0748,2017-05-30,,admin,0.3333
MEM_000455,GRP_0093,USR_0611,2017-05-27,2017-06-07,member,0.3333
MEM_000456,GRP_0093,USR_0729,2017-05-28,2017-06-07,member,0.3333
MEM_000457,GRP_0094,USR_0235,2021-01-12,,admin,0.3333
MEM_000458,GRP_0094,USR_0982,2021-01-05,,member,0.3333
MEM_000459,GRP_0094,USR_0790,2021-01-19,,member,0.3333
MEM_000460,GRP_0095,USR_0271,2020-10-21,2021-06-14,admin,0.2
MEM_000461,GRP_0095,USR_0886,2020-11-13,,member,0.2
MEM_000462,GRP_0095,USR_0685,2020-10-30,2022-04-26,member,0.2
MEM_000463,GRP_0095,USR_0326,2020-10-16,,member,0.2
MEM_000464,GRP_0095,USR_0885,2020-10-30,,member,0.2
MEM_000465,GRP_0096,USR_0780,2022-05-10,2022-06-18,admin,0.5
MEM_000466,GRP_0096,USR_0953,2022-05-19,,member,0.5
MEM_000467,GRP_0097,USR_0248,2019-10-20,2022-05-27,admin,0.1
MEM_000468,GRP_0097,USR_0722,2019-10-19,2022-04-28,member,0.1
MEM_000469,GRP_0097,USR_0735,2019-11-08,,member,0.1
MEM_000470,GRP_0097,USR_0494,2019-10-20,,member,0.1
MEM_000471,GRP_0097,USR_0566,2019-11-06,2020-05-03,member,0.1
MEM_000472,GRP_0097,USR_0114,2019-11-07,,member,0.1
MEM_000473,GRP_0097,USR_0166,2019-10-10,,member,0.1
MEM_000474,GRP_0097,USR_0384,2019-11-01,2021-08-15,member,0.1
MEM_000475,GRP_0097,USR_0456,2019-11-07,,member,0.1
MEM_000476,GRP_0097,USR_0219,2019-10-20,,member,0.1
MEM_000477,GRP_0098,USR_0626,2017-10-23,,admin,0.25
MEM_000478,GRP_0098,USR_0355,2017-11-04,2019-07-20,member,0.25
MEM_000479,GRP_0098,USR_0512,2017-11-12,,member,0.25
MEM_000480,GRP_0098,USR_0676,2017-10-22,,member,0.25
MEM_000481,GRP_0099,USR_0988,2017-03-23,,admin,0.3785
MEM_000482,GRP_0099,USR_0478,2017-03-16,,member,0.2572
MEM_000483,GRP_0100,USR_0393,2017-11-02,,admin,0.0884
MEM_000484,GRP_0100,USR_0330,2017-10-29,,member,0.2156
MEM_000485,GRP_0100,USR_0230,2017-11-03,,member,0.2216
MEM_000486,GRP_0101,USR_0262,2023-08-05,,admin,0.1667
MEM_000487,GRP_0101,USR_0652,2023-07-25,,member,0.1667
MEM_000488,GRP_0101,USR_0286,2023-07-29,,member,0.1667
MEM_000489,GRP_0101,USR_0324,2023-07-19,,member,0.1667
MEM_000490,GRP_0101,USR_0435,2023-08-03,2023-10-04,member,0.1667
MEM_000491,GRP_0101,USR_0955,2023-07-17,2023-11-11,member,0.1667
MEM_000492,GRP_0102,USR_0804,2017-06-19,,admin,0.1667
MEM_000493,GRP_0102,USR_0677,2017-07-08,,member,0.1667
MEM_000494,GRP_0102,USR_0185,2017-07-03,,member,0.1667
MEM_000495,GRP_0102,USR_0281,2017-07-10,,member,0.1667
MEM_000496,GRP_0102,USR_0880,2017-06-29,2017-08-06,member,0.1667
MEM_000497,GRP_0102,USR_0394,2017-06-26,,member,0.1667
MEM_000498,GRP_0103,USR_0530,2020-08-13,,admin,0.25
MEM_000499,GRP_0103,USR_0689,2020-08-21,,member,0.25
MEM_000500,GRP_0103,USR_0582,2020-08-18,,member,0.25
MEM_000501,GRP_0103,USR_0354,2020-08-01,,member,0.25
MEM_000502,GRP_0104,USR_0244,2017-11-03,,admin,0.3872
MEM_000503,GRP_0104,USR_0003,2017-10-19,2017-12-03,member,0.1964
MEM_000504,GRP_0104,USR_0449,2017-10-17,,member,0.2938
MEM_000505,GRP_0104,USR_0557,2017-11-04,,member,0.1415
MEM_000506,GRP_0104,USR_0587,2017-10-26,,member,0.3298
MEM_000507,GRP_0104,USR_0541,2017-10-24,,member,0.2636
MEM_000508,GRP_0104,USR_0961,2017-10-28,,member,0.1078
MEM_000509,GRP_0104,USR_0243,2017-10-21,,member,0.2148
MEM_000510,GRP_0104,USR_0037,2017-10-24,,member,0.333
MEM_000511,GRP_0105,USR_0484,2022-05-21,,admin,0.1429
MEM_000512,GRP_0105,USR_0677,2022-05-18,,member,0.1429
MEM_000513,GRP_0105,USR_0355,2022-06-08,,member,0.1429
MEM_000514,GRP_0105,USR_0267,2022-05-26,2022-10-20,member,0.1429
MEM_000515,GRP_0105,USR_0154,2022-05-27,,member,0.1429
MEM_000516,GRP_0105,USR_0856,2022-05-22,2022-08-25,member,0.1429
MEM_000517,GRP_0105,USR_0522,2022-05-18,2022-12-24,member,0.1429
MEM_000518,GRP_0106,USR_0243,2024-03-05,,admin,0.3881
MEM_000519,GRP_0106,USR_0878,2024-03-06,,member,0.0679
MEM_000520,GRP_0106,USR_0340,2024-02-29,,member,0.3538
MEM_000521,GRP_0106,USR_0063,2024-03-10,,member,0.3815
MEM_000522,GRP_0106,USR_0914,2024-03-12,,member,0.1468
MEM_000523,GRP_0107,USR_0822,2017-03-27,,admin,0.25
MEM_000524,GRP_0107,USR_0936,2017-03-28,,member,0.25
MEM_000525,GRP_0107,USR_0872,2017-03-29,2017-11-01,member,0.25
MEM_000526,GRP_0107,USR_0617,2017-04-14,2017-04-20,member,0.25
MEM_000527,GRP_0108,USR_0940,2016-10-22,,admin,0.1429
MEM_000528,GRP_0108,USR_0137,2016-10-20,,member,0.1429
MEM_000529,GRP_0108,USR_0134,2016-11-03,,member,0.1429
MEM_000530,GRP_0108,USR_0021,2016-11-07,2019-03-17,member,0.1429
MEM_000531,GRP_0108,USR_0880,2016-10-09,,member,0.1429
MEM_000532,GRP_0108,USR_0168,2016-10-17,2017-06-07,member,0.1429
MEM_000533,GRP_0108,USR_0126,2016-11-07,,member,0.1429
MEM_000534,GRP_0109,USR_0201,2016-01-02,,admin,0.3333
MEM_000535,GRP_0109,USR_0652,2016-01-04,,member,0.3333
MEM_000536,GRP_0109,USR_0865,2016-01-27,2016-06-19,member,0.3333
MEM_000537,GRP_0110,USR_0626,2016-03-26,,admin,0.5
MEM_000538,GRP_0110,USR_0624,2016-03-30,,member,0.5
MEM_000539,GRP_0111,USR_0704,2021-01-25,,admin,0.261
MEM_000540,GRP_0111,USR_0039,2021-01-16,,member,0.3759
MEM_000541,GRP_0111,USR_0470,2021-02-04,,member,0.219
MEM_000542,GRP_0111,USR_0960,2021-01-27,2024-04-27,member,0.1369
MEM_000543,GRP_0111,USR_0116,2021-01-09,,member,0.1766
MEM_000544,GRP_0111,USR_0175,2021-02-04,2021-09-17,member,0.2328
MEM_000545,GRP_0111,USR_0847,2021-01-20,,member,0.32
MEM_000546,GRP_0112,USR_0120,2019-09-21,,admin,0.3294
MEM_000547,GRP_0112,USR_0075,2019-09-03,2023-04-24,member,0.1445
MEM_000548,GRP_0112,USR_0711,2019-09-09,,member,0.2634
MEM_000549,GRP_0112,USR_0990,2019-08-28,,member,0.0533
MEM_000550,GRP_0112,USR_0350,2019-09-17,,member,0.0784
MEM_000551,GRP_0112,USR_0763,2019-09-18,,member,0.1265
MEM_000552,GRP_0112,USR_0322,2019-09-11,,member,0.2448
MEM_000553,GRP_0113,USR_0215,2020-03-17,,admin,0.3333
MEM_000554,GRP_0113,USR_0267,2020-04-04,,member,0.3333
MEM_000555,GRP_0113,USR_0847,2020-03-24,,member,0.3333
MEM_000556,GRP_0114,USR_0412,2023-05-09,,admin,0.1111
MEM_000557,GRP_0114,USR_0048,2023-05-21,,member,0.1111
MEM_000558,GRP_0114,USR_0507,2023-05-13,,member,0.1111
MEM_000559,GRP_0114,USR_0228,2023-05-09,,member,0.1111
MEM_000560,GRP_0114,USR_0093,2023-05-22,,member,0.1111
MEM_000561,GRP_0114,USR_0695,2023-05-15,2024-06-17,member,0.1111
MEM_000562,GRP_0114,USR_0542,2023-06-04,,member,0.1111
MEM_000563,GRP_0114,USR_0095,2023-05-25,,member,0.1111
MEM_000564,GRP_0114,USR_0699,2023-05-10,2024-07-12,member,0.1111
MEM_000565,GRP_0115,USR_0115,2021-09-14,2022-07-24,admin,0.3537
MEM_000566,GRP_0115,USR_0633,2021-09-28,,member,0.1632
MEM_000567,GRP_0115,USR_0041,2021-10-07,,member,0.2095
MEM_000568,GRP_0115,USR_0277,2021-09-17,,member,0.1582
MEM_000569,GRP_0115,USR_0128,2021-09-29,,member,0.2492
MEM_000570,GRP_0115,USR_0539,2021-09-18,,member,0.3919
MEM_000571,GRP_0115,USR_0737,2021-09-22,,member,0.2826
MEM_000572,GRP_0115,USR_0741,2021-09-12,2022-05-10,member,0.1386
MEM_000573,GRP_0116,USR_0411,2023-12-11,,admin,0.1667
MEM_000574,GRP_0116,USR_0311,2023-12-11,,member,0.1667
MEM_000575,GRP_0116,USR_0229,2023-11-19,,member,0.1667
MEM_000576,GRP_0116,USR_0100,2023-11-25,,member,0.1667
MEM_000577,GRP_0116,USR_0553,2023-11-28,,member,0.1667
MEM_000578,GRP_0116,USR_0214,2023-12-18,,member,0.1667
MEM_000579,GRP_0117,USR_0253,2020-10-02,,admin,0.3671
MEM_000580,GRP_0117,USR_0028,2020-10-07,,member,0.1398
MEM_000581,GRP_0117,USR_0475,2020-10-01,,member,0.0597
MEM_000582,GRP_0117,USR_0987,2020-09-27,,member,0.2794
MEM_000583,GRP_0117,USR_0235,2020-10-13,,member,0.2375
MEM_000584,GRP_0117,USR_0898,2020-09-24,,member,0.1267
MEM_000585,GRP_0117,USR_0342,2020-10-08,,member,0.384
MEM_000586,GRP_0117,USR_0926,2020-10-07,,member,0.3094
MEM_000587,GRP_0117,USR_0925,2020-09-24,,member,0.3293
MEM_000588,GRP_0117,USR_0968,2020-09-26,,member,0.1599
MEM_000589,GRP_0118,USR_0994,2024-04-17,,admin,0.3333
MEM_000590,GRP_0118,USR_0204,2024-04-11,,member,0.3333
MEM_000591,GRP_0118,USR_0978,2024-04-16,,member,0.3333
MEM_000592,GRP_0119,USR_0996,2017-11-05,,admin,0.1429
MEM_000593,GRP_0119,USR_0428,2017-11-21,2021-08-06,member,0.1429
MEM_000594,GRP_0119,USR_0513,2017-11-09,,member,0.1429
MEM_000595,GRP_0119,USR_0597,2017-11-07,2022-01-26,member,0.1429
MEM_000596,GRP_0119,USR_0054,2017-11-26,,member,0.1429
MEM_000597,GRP_0119,USR_0343,2017-11-22,,member,0.1429
MEM_000598,GRP_0119,USR_0414,2017-11-04,,member,0.1429
MEM_000599,GRP_0120,USR_0894,2017-07-23,,admin,0.25
MEM_000600,GRP_0120,USR_0308,2017-07-23,,member,0.25
MEM_000601,GRP_0120,USR_0065,2017-07-17,,member,0.25
MEM_000602,GRP_0120,USR_0818,2017-07-12,,member,0.25
MEM_000603,GRP_0121,USR_0167,2018-09-09,2019-05-06,admin,0.3888
MEM_000604,GRP_0121,USR_0040,2018-09-02,2020-07-29,member,0.0518
MEM_000605,GRP_0121,USR_0767,2018-09-14,2020-08-12,member,0.3321
MEM_000606,GRP_0122,USR_0263,2018-06-18,,admin,0.2
MEM_000607,GRP_0122,USR_0630,2018-06-15,,member,0.2
MEM_000608,GRP_0122,USR_0918,2018-06-14,,member,0.2
MEM_000609,GRP_0122,USR_0940,2018-06-09,,member,0.2
MEM_000610,GRP_0122,USR_0513,2018-06-21,2022-08-01,member,0.2
MEM_000611,GRP_0123,USR_0255,2023-10-10,,admin,0.3824
MEM_000612,GRP_0123,USR_0702,2023-10-15,2024-02-18,member,0.1554
MEM_000613,GRP_0123,USR_0870,2023-10-19,,member,0.277
MEM_000614,GRP_0123,USR_0484,2023-10-11,,member,0.2672
MEM_000615,GRP_0124,USR_0541,2024-02-09,,admin,0.0723
MEM_000616,GRP_0124,USR_0563,2024-02-21,,member,0.1182
MEM_000617,GRP_0124,USR_0752,2024-02-15,,member,0.2217
MEM_000618,GRP_0124,USR_0489,2024-02-29,,member,0.1058
MEM_000619,GRP_0124,USR_0949,2024-02-14,,member,0.1835
MEM_000620,GRP_0124,USR_0180,2024-02-09,,member,0.2196
MEM_000621,GRP_0124,USR_0578,2024-02-19,,member,0.2282
MEM_000622,GRP_0124,USR_0783,2024-02-14,,member,0.1022
MEM_000623,GRP_0125,USR_0293,2019-07-04,,admin,0.2
MEM_000624,GRP_0125,USR_0431,2019-06-21,2022-02-27,member,0.2
MEM_000625,GRP_0125,USR_0886,2019-06-27,,member,0.2
MEM_000626,GRP_0125,USR_0164,2019-06-20,,member,0.2
MEM_000627,GRP_0125,USR_0401,2019-07-15,,member,0.2
MEM_000628,GRP_0126,USR_0951,2021-06-05,,admin,0.2667
MEM_000629,GRP_0126,USR_0076,2021-06-06,,member,0.0539
MEM_000630,GRP_0126,USR_0116,2021-06-15,,member,0.3934
MEM_000631,GRP_0127,USR_0050,2020-11-04,,admin,0.3477
MEM_000632,GRP_0127,USR_0808,2020-11-09,,member,0.2463
MEM_000633,GRP_0127,USR_0842,2020-11-09,,member,0.3454
MEM_000634,GRP_0127,USR_0634,2020-11-17,,member,0.2622
MEM_000635,GRP_0128,USR_0092,2019-08-24,2022-02-23,admin,0.125
MEM_000636,GRP_0128,USR_0600,2019-08-28,2024-01-17,member,0.125
MEM_000637,GRP_0128,USR_0524,2019-08-24,2021-12-16,member,0.125
MEM_000638,GRP_0128,USR_0675,2019-08-14,,member,0.125
MEM_000639,GRP_0128,USR_0611,2019-08-16,,member,0.125
MEM_000640,GRP_0128,USR_0103,2019-08-13,,member,0.125
MEM_000641,GRP_0128,USR_0515,2019-08-09,,member,0.125
MEM_000642,GRP_0128,USR_0241,2019-08-15,,member,0.125
MEM_000643,GRP_0129,USR_0289,2016-01-31,,admin,0.3184
MEM_000644,GRP_0129,USR_0744,2016-01-14,,member,0.1275
MEM_000645,GRP_0129,USR_0187,2016-01-18,,member,0.2726
MEM_000646,GRP_0129,USR_0912,2016-01-07,,member,0.2829
MEM_000647,GRP_0129,USR_0618,2016-01-23,2016-10-16,member,0.0792
MEM_000648,GRP_0130,USR_0388,2019-08-10,,admin,0.3333
MEM_000649,GRP_0130,USR_0965,2019-08-07,,member,0.3333
MEM_000650,GRP_0130,USR_0321,2019-08-11,,member,0.3333
MEM_000651,GRP_0131,USR_0412,2020-01-12,,admin,0.3756
MEM_000652,GRP_0131,USR_0648,2020-01-10,,member,0.3833
MEM_000653,GRP_0131,USR_0288,2020-01-19,,member,0.3201
MEM_000654,GRP_0131,USR_0625,2020-01-06,2022-02-12,member,0.1487
MEM_000655,GRP_0131,USR_0835,2020-01-08,,member,0.1869
MEM_000656,GRP_0131,USR_0493,2020-01-02,,member,0.1075
MEM_000657,GRP_0132,USR_0875,2021-01-17,,admin,0.1384
MEM_000658,GRP_0132,USR_0485,2021-01-05,,member,0.1496
MEM_000659,GRP_0132,USR_0296,2021-01-31,,member,0.2393
MEM_000660,GRP_0132,USR_0197,2021-01-06,,member,0.0748
MEM_000661,GRP_0132,USR_0034,2021-01-25,,member,0.2949
MEM_000662,GRP_0132,USR_0897,2021-01-12,,member,0.1241
MEM_000663,GRP_0132,USR_0244,2021-01-22,,member,0.0974
MEM_000664,GRP_0133,USR_0322,2019-11-26,2020-04-03,admin,0.1
MEM_000665,GRP_0133,USR_0424,2019-11-26,2021-09-02,member,0.1
MEM_000666,GRP_0133,USR_0663,2019-11-23,,member,0.1
MEM_000667,GRP_0133,USR_0630,2019-12-06,,member,0.1
MEM_000668,GRP_0133,USR_0276,2019-11-21,,member,0.1
MEM_000669,GRP_0133,USR_0242,2019-11-28,,member,0.1
MEM_000670,GRP_0133,USR_0982,2019-11-20,2020-01-26,member,0.1
MEM_000671,GRP_0133,USR_0103,2019-12-03,2020-10-27,member,0.1
MEM_000672,GRP_0133,USR_0605,2019-11-12,,member,0.1
MEM_000673,GRP_0133,USR_0801,2019-11-14,,member,0.1
MEM_000674,GRP_0134,USR_0387,2018-10-28,,admin,0.2
MEM_000675,GRP_0134,USR_0450,2018-10-29,,member,0.2
MEM_000676,GRP_0134,USR_0795,2018-11-04,2019-03-31,member,0.2
MEM_000677,GRP_0134,USR_0026,2018-10-15,,member,0.2
MEM_000678,GRP_0134,USR_0090,2018-10-25,2020-07-10,member,0.2
MEM_000679,GRP_0135,USR_0307,2018-08-10,,admin,0.1029
MEM_000680,GRP_0135,USR_0969,2018-08-08,2018-11-28,member,0.2776
MEM_000681,GRP_0135,USR_0654,2018-08-08,,member,0.1317
MEM_000682,GRP_0135,USR_0639,2018-07-18,,member,0.1094
MEM_000683,GRP_0135,USR_0084,2018-07-12,2018-11-10,member,0.2628
MEM_000684,GRP_0135,USR_0235,2018-08-04,,member,0.0812
MEM_000685,GRP_0135,USR_0556,2018-07-31,,member,0.3543
MEM_000686,GRP_0136,USR_0014,2022-02-12,,admin,0.189
MEM_000687,GRP_0136,USR_0385,2022-02-18,,member,0.2105
MEM_000688,GRP_0136,USR_0692,2022-02-13,,member,0.1303
MEM_000689,GRP_0137,USR_0281,2025-01-31,,admin,0.3399
MEM_000690,GRP_0137,USR_0051,2025-01-27,,member,0.3263
MEM_000691,GRP_0137,USR_0747,2025-01-26,,member,0.3662
MEM_000692,GRP_0137,USR_0170,2025-02-09,,member,0.264
MEM_000693,GRP_0138,USR_0828,2017-06-11,,admin,0.125
MEM_000694,GRP_0138,USR_0141,2017-06-04,,member,0.125
MEM_000695,GRP_0138,USR_0628,2017-06-10,,member,0.125
MEM_000696,GRP_0138,USR_0366,2017-06-16,,member,0.125
MEM_000697,GRP_0138,USR_0430,2017-06-23,,member,0.125
MEM_000698,GRP_0138,USR_0260,2017-06-23,,member,0.125
MEM_000699,GRP_0138,USR_0350,2017-06-18,2022-02-26,member,0.125
MEM_000700,GRP_0138,USR_0309,2017-06-07,,member,0.125
MEM_000701,GRP_0139,USR_0545,2020-11-16,2023-08-02,admin,0.3549
MEM_000702,GRP_0139,USR_0705,2020-11-14,,member,0.09
MEM_000703,GRP_0140,USR_0754,2024-04-19,,admin,0.1679
MEM_000704,GRP_0140,USR_0913,2024-04-12,,member,0.1408
MEM_000705,GRP_0140,USR_0981,2024-04-22,,member,0.3405
MEM_000706,GRP_0140,USR_0688,2024-03-29,,member,0.1355
MEM_000707,GRP_0140,USR_0261,2024-04-18,,member,0.1768
MEM_000708,GRP_0140,USR_0898,2024-04-24,,member,0.2362
MEM_000709,GRP_0140,USR_0645,2024-04-13,,member,0.3328
MEM_000710,GRP_0141,USR_0812,2025-04-04,,admin,0.25
MEM_000711,GRP_0141,USR_0372,2025-04-11,,member,0.25
MEM_000712,GRP_0141,USR_0532,2025-03-31,,member,0.25
MEM_000713,GRP_0141,USR_0279,2025-03-31,,member,0.25
MEM_000714,GRP_0142,USR_0759,2020-09-08,,admin,0.2
MEM_000715,GRP_0142,USR_0368,2020-08-18,,member,0.2
MEM_000716,GRP_0142,USR_0761,2020-08-26,,member,0.2
MEM_000717,GRP_0142,USR_0860,2020-09-08,,member,0.2
MEM_000718,GRP_0142,USR_0081,2020-09-03,,member,0.2
MEM_000719,GRP_0143,USR_0068,2020-09-07,,admin,0.125
MEM_000720,GRP_0143,USR_0847,2020-09-09,,member,0.125
MEM_000721,GRP_0143,USR_0971,2020-09-10,,member,0.125
MEM_000722,GRP_0143,USR_0224,2020-09-22,,member,0.125
MEM_000723,GRP_0143,USR_0481,2020-09-13,2021-06-13,member,0.125
MEM_000724,GRP_0143,USR_0192,2020-09-17,,member,0.125
MEM_000725,GRP_0143,USR_0986,2020-09-24,,member,0.125
MEM_000726,GRP_0143,USR_0315,2020-09-19,2021-01-14,member,0.125
MEM_000727,GRP_0144,USR_0019,2019-05-18,2019-08-13,admin,0.25
MEM_000728,GRP_0144,USR_0873,2019-05-25,,member,0.25
MEM_000729,GRP_0144,USR_0632,2019-05-13,,member,0.25
MEM_000730,GRP_0144,USR_0407,2019-05-21,2020-06-04,member,0.25
MEM_000731,GRP_0145,USR_0410,2025-01-09,,admin,0.5
MEM_000732,GRP_0145,USR_0632,2025-01-11,,member,0.5
MEM_000733,GRP_0146,USR_0699,2019-06-28,,admin,0.3333
MEM_000734,GRP_0146,USR_0172,2019-06-04,,member,0.3333
MEM_000735,GRP_0146,USR_0473,2019-06-27,,member,0.3333
MEM_000736,GRP_0147,USR_0210,2023-04-29,,admin,0.077
MEM_000737,GRP_0147,USR_0180,2023-05-20,,member,0.2585
MEM_000738,GRP_0147,USR_0202,2023-05-06,,member,0.331
MEM_000739,GRP_0147,USR_0596,2023-05-16,,member,0.2837
MEM_000740,GRP_0147,USR_0282,2023-05-18,,member,0.2004
MEM_000741,GRP_0147,USR_0731,2023-05-15,,member,0.224
MEM_000742,GRP_0147,USR_0098,2023-05-18,,member,0.1975
MEM_000743,GRP_0148,USR_0777,2017-01-27,2022-08-10,admin,0.1667
MEM_000744,GRP_0148,USR_0669,2017-01-24,,member,0.1667
MEM_000745,GRP_0148,USR_0261,2017-01-20,2019-01-12,member,0.1667
MEM_000746,GRP_0148,USR_0623,2017-01-13,,member,0.1667
MEM_000747,GRP_0148,USR_0650,2017-01-11,,member,0.1667
MEM_000748,GRP_0148,USR_0404,2017-01-24,,member,0.1667
MEM_000749,GRP_0149,USR_0392,2021-05-10,,admin,0.2602
MEM_000750,GRP_0149,USR_0823,2021-05-10,,member,0.1945
MEM_000751,GRP_0149,USR_0171,2021-04-15,,member,0.3493
MEM_000752,GRP_0150,USR_0360,2017-02-07,2017-07-10,admin,0.25
MEM_000753,GRP_0150,USR_0062,2017-02-14,,member,0.25
MEM_000754,GRP_0150,USR_0598,2017-02-23,,member,0.25
MEM_000755,GRP_0150,USR_0416,2017-02-19,2017-03-15,member,0.25
MEM_000756,GRP_0151,USR_0311,2017-10-29,,admin,0.25
MEM_000757,GRP_0151,USR_0754,2017-10-28,,member,0.25
MEM_000758,GRP_0151,USR_0696,2017-10-30,,member,0.25
MEM_000759,GRP_0151,USR_0723,2017-10-25,,member,0.25
MEM_000760,GRP_0152,USR_0939,2019-04-18,,admin,0.2268
MEM_000761,GRP_0152,USR_0796,2019-04-10,,member,0.0785
MEM_000762,GRP_0152,USR_0497,2019-04-21,2019-05-15,member,0.2138
MEM_000763,GRP_0152,USR_0135,2019-04-04,,member,0.3687
MEM_000764,GRP_0152,USR_0029,2019-04-21,,member,0.2888
MEM_000765,GRP_0153,USR_0273,2019-05-07,,admin,0.2
MEM_000766,GRP_0153,USR_0276,2019-05-12,,member,0.2
MEM_000767,GRP_0153,USR_0537,2019-05-10,,member,0.2
MEM_000768,GRP_0153,USR_0662,2019-05-07,2020-03-08,member,0.2
MEM_000769,GRP_0153,USR_0674,2019-04-29,2022-06-25,member,0.2
MEM_000770,GRP_0154,USR_0763,2017-05-08,2017-05-26,admin,0.3051
MEM_000771,GRP_0154,USR_0176,2017-05-05,,member,0.1324
MEM_000772,GRP_0154,USR_0603,2017-04-30,,member,0.0719
MEM_000773,GRP_0154,USR_0721,2017-05-17,,member,0.0609
MEM_000774,GRP_0155,USR_0027,2023-05-29,,admin,0.1667
