id,expense_id,user_uid,amount,percentage,created_at,updated_at
split_0000021596,sexp_00006483,user_000348,11.43,25.0,,
split_0000021597,sexp_00006483,user_000522,11.43,25.0,,
split_0000021598,sexp_00006483,user_000524,11.43,25.0,,
split_0000021599,sexp_00006483,user_000698,11.44,25.0,,
split_0000021600,sexp_00006484,user_000348,66.25,25.0,,
split_0000021601,sexp_00006484,user_000522,66.25,25.0,,
split_0000021602,sexp_00006484,user_000524,66.25,25.0,,
split_0000021603,sexp_00006484,user_000698,66.25,25.0,,
split_0000021604,sexp_00006485,user_000348,11.82,25.0,,
split_0000021605,sexp_00006485,user_000522,11.82,25.0,,
split_0000021606,sexp_00006485,user_000524,11.82,25.0,,
split_0000021607,sexp_00006485,user_000698,11.83,25.0,,
split_0000021608,sexp_00006486,user_000348,15.1,25.0,,
split_0000021609,sexp_00006486,user_000522,15.1,25.0,,
split_0000021610,sexp_00006486,user_000524,15.1,25.0,,
split_0000021611,sexp_00006486,user_000698,15.1,25.0,,
split_0000021612,sexp_00006487,user_000348,18.13,25.0,,
split_0000021613,sexp_00006487,user_000522,18.13,25.0,,
split_0000021614,sexp_00006487,user_000524,18.13,25.0,,
split_0000021615,sexp_00006487,user_000698,18.14,25.0,,
split_0000021616,sexp_00006488,user_000348,48.83,33.11,,
split_0000021617,sexp_00006488,user_000522,52.29,35.46,,
split_0000021618,sexp_00006488,user_000524,39.91,27.06,,
split_0000021619,sexp_00006488,user_000698,6.45,4.37,,
split_0000021620,sexp_00006489,user_000348,50.79,25.0,,
split_0000021621,sexp_00006489,user_000522,50.79,25.0,,
split_0000021622,sexp_00006489,user_000524,50.79,25.0,,
split_0000021623,sexp_00006489,user_000698,50.8,25.0,,
split_0000021624,sexp_00006490,user_000348,73.37,45.67,,
split_0000021625,sexp_00006490,user_000522,18.22,11.34,,
split_0000021626,sexp_00006490,user_000524,61.35,38.19,,
split_0000021627,sexp_00006490,user_000698,7.71,4.8,,
split_0000021628,sexp_00006491,user_000348,14.65,13.43,,
split_0000021629,sexp_00006491,user_000522,34.5,31.62,,
split_0000021630,sexp_00006491,user_000524,37.83,34.67,,
split_0000021631,sexp_00006491,user_000698,22.13,20.28,,
split_0000021632,sexp_00006492,user_000348,43.34,28.98,,
split_0000021633,sexp_00006492,user_000522,59.58,39.84,,
split_0000021634,sexp_00006492,user_000524,15.9,10.63,,
split_0000021635,sexp_00006492,user_000698,30.75,20.56,,
split_0000021636,sexp_00006493,user_000348,50.81,25.0,,
split_0000021637,sexp_00006493,user_000522,50.81,25.0,,
split_0000021638,sexp_00006493,user_000524,50.81,25.0,,
split_0000021639,sexp_00006493,user_000698,50.8,25.0,,
split_0000021640,sexp_00006494,user_000348,16.39,25.0,,
split_0000021641,sexp_00006494,user_000522,16.39,25.0,,
split_0000021642,sexp_00006494,user_000524,16.39,25.0,,
split_0000021643,sexp_00006494,user_000698,16.41,25.0,,
split_0000021644,sexp_00006495,user_000348,22.59,22.05,,
split_0000021645,sexp_00006495,user_000522,23.15,22.6,,
split_0000021646,sexp_00006495,user_000524,49.35,48.18,,
split_0000021647,sexp_00006495,user_000698,7.35,7.18,,
split_0000021648,sexp_00006496,user_000348,12.09,25.0,,
split_0000021649,sexp_00006496,user_000522,12.09,25.0,,
split_0000021650,sexp_00006496,user_000524,12.09,25.0,,
split_0000021651,sexp_00006496,user_000698,12.1,25.0,,
split_0000021652,sexp_00006497,user_000348,70.74,28.36,,
split_0000021653,sexp_00006497,user_000522,72.07,28.9,,
split_0000021654,sexp_00006497,user_000524,95.95,38.47,,
split_0000021655,sexp_00006497,user_000698,10.65,4.27,,
split_0000021656,sexp_00006498,user_000348,50.81,25.0,,
split_0000021657,sexp_00006498,user_000522,50.81,25.0,,
split_0000021658,sexp_00006498,user_000524,50.81,25.0,,
split_0000021659,sexp_00006498,user_000698,50.8,25.0,,
split_0000021660,sexp_00006499,user_000348,40.28,25.0,,
split_0000021661,sexp_00006499,user_000522,40.28,25.0,,
split_0000021662,sexp_00006499,user_000524,40.28,25.0,,
split_0000021663,sexp_00006499,user_000698,40.27,25.0,,
split_0000021664,sexp_00006500,user_000348,67.17,29.4,,
split_0000021665,sexp_00006500,user_000522,81.66,35.74,,
split_0000021666,sexp_00006500,user_000524,58.12,25.44,,
split_0000021667,sexp_00006500,user_000698,21.54,9.43,,
split_0000021668,sexp_00006501,user_000348,9.35,25.82,,
split_0000021669,sexp_00006501,user_000522,10.35,28.57,,
split_0000021670,sexp_00006501,user_000524,9.67,26.69,,
split_0000021671,sexp_00006501,user_000698,6.86,18.92,,
split_0000021672,sexp_00006502,user_000348,18.32,25.0,,
split_0000021673,sexp_00006502,user_000522,18.32,25.0,,
split_0000021674,sexp_00006502,user_000524,18.32,25.0,,
split_0000021675,sexp_00006502,user_000698,18.34,25.0,,
split_0000021676,sexp_00006503,user_000525,1055.81,39.93,,
split_0000021677,sexp_00006503,user_000700,1588.2,60.07,,
split_0000021678,sexp_00006504,user_000525,525.98,50.0,,
split_0000021679,sexp_00006504,user_000700,525.98,50.0,,
split_0000021680,sexp_00006505,user_000525,1148.68,40.29,,
split_0000021681,sexp_00006505,user_000700,1702.09,59.71,,
split_0000021682,sexp_00006506,user_000525,594.46,50.0,,
split_0000021683,sexp_00006506,user_000700,594.46,50.0,,
split_0000021684,sexp_00006507,user_000525,834.35,23.16,,
split_0000021685,sexp_00006507,user_000700,2768.14,76.84,,
split_0000021686,sexp_00006508,user_000525,1415.03,50.0,,
split_0000021687,sexp_00006508,user_000700,1415.02,50.0,,
split_0000021688,sexp_00006509,user_000525,1200.32,45.89,,
split_0000021689,sexp_00006509,user_000700,1415.11,54.11,,
split_0000021690,sexp_00006510,user_000525,713.33,29.93,,
split_0000021691,sexp_00006510,user_000700,1669.84,70.07,,
split_0000021692,sexp_00006511,user_000525,1001.26,47.16,,
split_0000021693,sexp_00006511,user_000700,1122.01,52.84,,
split_0000021694,sexp_00006512,user_000525,618.15,50.0,,
split_0000021695,sexp_00006512,user_000700,618.16,50.0,,
split_0000021696,sexp_00006513,user_000525,48.6,23.03,,
split_0000021697,sexp_00006513,user_000700,162.39,76.97,,
split_0000021698,sexp_00006514,user_000525,64.52,50.0,,
split_0000021699,sexp_00006514,user_000700,64.52,50.0,,
split_0000021700,sexp_00006515,user_000525,118.39,50.0,,
split_0000021701,sexp_00006515,user_000700,118.39,50.0,,
split_0000021702,sexp_00006516,user_000525,60.83,50.0,,
split_0000021703,sexp_00006516,user_000700,60.82,50.0,,
split_0000021704,sexp_00006517,user_000525,105.09,50.0,,
split_0000021705,sexp_00006517,user_000700,105.09,50.0,,
split_0000021706,sexp_00006518,user_000525,140.8,50.0,,
split_0000021707,sexp_00006518,user_000700,140.8,50.0,,
split_0000021708,sexp_00006519,user_000525,59.14,44.99,,
split_0000021709,sexp_00006519,user_000700,72.32,55.01,,
split_0000021710,sexp_00006520,user_000525,105.72,50.0,,
split_0000021711,sexp_00006520,user_000700,105.72,50.0,,
split_0000021712,sexp_00006521,user_000525,39.58,30.15,,
split_0000021713,sexp_00006521,user_000700,91.69,69.85,,
split_0000021714,sexp_00006522,user_000525,95.58,50.0,,
split_0000021715,sexp_00006522,user_000700,95.59,50.0,,
split_0000021716,sexp_00006523,user_000525,17.09,10.3,,
split_0000021717,sexp_00006523,user_000700,148.91,89.7,,
split_0000021718,sexp_00006524,user_000525,141.94,50.0,,
split_0000021719,sexp_00006524,user_000700,141.93,50.0,,
split_0000021720,sexp_00006525,user_000525,54.05,50.0,,
split_0000021721,sexp_00006525,user_000700,54.04,50.0,,
split_0000021722,sexp_00006526,user_000525,56.22,50.0,,
split_0000021723,sexp_00006526,user_000700,56.21,50.0,,
split_0000021724,sexp_00006527,user_000525,20.28,50.0,,
split_0000021725,sexp_00006527,user_000700,20.28,50.0,,
split_0000021726,sexp_00006528,user_000525,21.5,50.0,,
split_0000021727,sexp_00006528,user_000700,21.49,50.0,,
split_0000021728,sexp_00006529,user_000525,24.5,50.0,,
split_0000021729,sexp_00006529,user_000700,24.5,50.0,,
split_0000021730,sexp_00006530,user_000525,44.37,50.0,,
split_0000021731,sexp_00006530,user_000700,44.36,50.0,,
split_0000021732,sexp_00006531,user_000525,18.03,14.67,,
split_0000021733,sexp_00006531,user_000700,104.86,85.33,,
split_0000021734,sexp_00006532,user_000525,46.5,50.0,,
split_0000021735,sexp_00006532,user_000700,46.5,50.0,,
split_0000021736,sexp_00006533,user_000525,39.23,50.0,,
split_0000021737,sexp_00006533,user_000700,39.22,50.0,,
split_0000021738,sexp_00006534,user_000525,24.13,50.0,,
split_0000021739,sexp_00006534,user_000700,24.13,50.0,,
split_0000021740,sexp_00006535,user_000525,38.59,50.0,,
split_0000021741,sexp_00006535,user_000700,38.6,50.0,,
split_0000021742,sexp_00006536,user_000525,23.34,50.0,,
split_0000021743,sexp_00006536,user_000700,23.35,50.0,,
split_0000021744,sexp_00006537,user_000525,63.12,50.0,,
split_0000021745,sexp_00006537,user_000700,63.13,50.0,,
split_0000021746,sexp_00006538,user_000525,44.37,50.0,,
split_0000021747,sexp_00006538,user_000700,44.36,50.0,,
split_0000021748,sexp_00006539,user_000525,94.33,50.0,,
split_0000021749,sexp_00006539,user_000700,94.34,50.0,,
split_0000021750,sexp_00006540,user_000525,82.62,50.0,,
split_0000021751,sexp_00006540,user_000700,82.63,50.0,,
split_0000021752,sexp_00006541,user_000525,51.14,50.0,,
split_0000021753,sexp_00006541,user_000700,51.14,50.0,,
split_0000021754,sexp_00006542,user_000525,80.07,50.0,,
split_0000021755,sexp_00006542,user_000700,80.07,50.0,,
split_0000021756,sexp_00006543,user_000525,94.45,48.24,,
split_0000021757,sexp_00006543,user_000700,101.34,51.76,,
split_0000021758,sexp_00006544,user_000525,19.07,10.38,,
split_0000021759,sexp_00006544,user_000700,164.58,89.62,,
split_0000021760,sexp_00006545,user_000525,105.89,50.0,,
split_0000021761,sexp_00006545,user_000700,105.89,50.0,,
split_0000021762,sexp_00006546,user_000525,17.37,17.84,,
split_0000021763,sexp_00006546,user_000700,80.0,82.16,,
split_0000021764,sexp_00006547,user_000525,59.3,25.91,,
split_0000021765,sexp_00006547,user_000700,169.53,74.09,,
split_0000021766,sexp_00006548,user_000525,132.86,50.0,,
split_0000021767,sexp_00006548,user_000700,132.86,50.0,,
split_0000021768,sexp_00006549,user_000525,84.61,25.72,,
split_0000021769,sexp_00006549,user_000700,244.31,74.28,,
split_0000021770,sexp_00006550,user_000525,16.34,26.09,,
split_0000021771,sexp_00006550,user_000700,46.28,73.91,,
split_0000021772,sexp_00006551,user_000525,34.49,50.0,,
split_0000021773,sexp_00006551,user_000700,34.5,50.0,,
split_0000021774,sexp_00006552,user_000525,92.44,50.0,,
split_0000021775,sexp_00006552,user_000700,92.45,50.0,,
split_0000021776,sexp_00006553,user_000525,48.09,50.0,,
split_0000021777,sexp_00006553,user_000700,48.08,50.0,,
split_0000021778,sexp_00006554,user_000525,83.39,50.0,,
split_0000021779,sexp_00006554,user_000700,83.39,50.0,,
split_0000021780,sexp_00006555,user_000525,55.3,50.0,,
split_0000021781,sexp_00006555,user_000700,55.3,50.0,,
split_0000021782,sexp_00006556,user_000525,81.73,50.0,,
split_0000021783,sexp_00006556,user_000700,81.73,50.0,,
split_0000021784,sexp_00006557,user_000525,35.42,15.14,,
split_0000021785,sexp_00006557,user_000700,198.54,84.86,,
split_0000021786,sexp_00006558,user_000525,120.14,50.0,,
split_0000021787,sexp_00006558,user_000700,120.13,50.0,,
split_0000021788,sexp_00006559,user_000525,28.41,26.62,,
split_0000021789,sexp_00006559,user_000700,78.34,73.38,,
split_0000021790,sexp_00006560,user_000525,36.73,50.0,,
split_0000021791,sexp_00006560,user_000700,36.73,50.0,,
split_0000021792,sexp_00006561,user_000525,165.24,43.57,,
split_0000021793,sexp_00006561,user_000700,214.0,56.43,,
split_0000021794,sexp_00006562,user_000525,52.28,32.53,,
split_0000021795,sexp_00006562,user_000700,108.43,67.47,,
split_0000021796,sexp_00006563,user_000525,82.19,50.0,,
split_0000021797,sexp_00006563,user_000700,82.2,50.0,,
split_0000021798,sexp_00006564,user_000525,85.57,50.0,,
split_0000021799,sexp_00006564,user_000700,85.57,50.0,,
split_0000021800,sexp_00006565,user_000525,45.55,50.0,,
split_0000021801,sexp_00006565,user_000700,45.56,50.0,,
split_0000021802,sexp_00006566,user_000525,92.5,50.0,,
split_0000021803,sexp_00006566,user_000700,92.51,50.0,,
split_0000021804,sexp_00006567,user_000525,47.15,50.0,,
split_0000021805,sexp_00006567,user_000700,47.14,50.0,,
split_0000021806,sexp_00006568,user_000525,168.31,50.0,,
split_0000021807,sexp_00006568,user_000700,168.32,50.0,,
split_0000021808,sexp_00006569,user_000525,38.86,14.48,,
split_0000021809,sexp_00006569,user_000700,229.49,85.52,,
split_0000021810,sexp_00006570,user_000525,19.56,50.0,,
split_0000021811,sexp_00006570,user_000700,19.56,50.0,,
split_0000021812,sexp_00006571,user_000525,27.12,50.0,,
split_0000021813,sexp_00006571,user_000700,27.12,50.0,,
split_0000021814,sexp_00006572,user_000525,159.0,50.0,,
split_0000021815,sexp_00006572,user_000700,159.0,50.0,,
split_0000021816,sexp_00006573,user_000525,81.92,50.0,,
split_0000021817,sexp_00006573,user_000700,81.93,50.0,,
split_0000021818,sexp_00006574,user_000525,128.58,50.0,,
split_0000021819,sexp_00006574,user_000700,128.58,50.0,,
split_0000021820,sexp_00006575,user_000525,11.55,11.23,,
split_0000021821,sexp_00006575,user_000700,91.32,88.77,,
split_0000021822,sexp_00006576,user_000525,47.97,22.93,,
split_0000021823,sexp_00006576,user_000700,161.2,77.07,,
split_0000021824,sexp_00006577,user_000525,54.12,44.46,,
split_0000021825,sexp_00006577,user_000700,67.6,55.54,,
split_0000021826,sexp_00006578,user_000525,19.95,50.0,,
split_0000021827,sexp_00006578,user_000700,19.95,50.0,,
split_0000021828,sexp_00006579,user_000525,25.55,50.0,,
split_0000021829,sexp_00006579,user_000700,25.55,50.0,,
split_0000021830,sexp_00006580,user_000352,291.74,33.33,,
split_0000021831,sexp_00006580,user_000528,291.74,33.33,,
split_0000021832,sexp_00006580,user_000705,291.73,33.33,,
split_0000021833,sexp_00006581,user_000352,454.08,33.33,,
split_0000021834,sexp_00006581,user_000528,454.08,33.33,,
split_0000021835,sexp_00006581,user_000705,454.08,33.33,,
split_0000021836,sexp_00006582,user_000352,449.72,38.21,,
split_0000021837,sexp_00006582,user_000528,412.76,35.07,,
split_0000021838,sexp_00006582,user_000705,314.39,26.71,,
split_0000021839,sexp_00006583,user_000352,203.84,33.33,,
split_0000021840,sexp_00006583,user_000528,203.84,33.33,,
split_0000021841,sexp_00006583,user_000705,203.83,33.33,,
split_0000021842,sexp_00006584,user_000352,949.4,33.33,,
split_0000021843,sexp_00006584,user_000528,949.4,33.33,,
split_0000021844,sexp_00006584,user_000705,949.39,33.33,,
split_0000021845,sexp_00006585,user_000352,885.01,33.33,,
split_0000021846,sexp_00006585,user_000528,885.01,33.33,,
split_0000021847,sexp_00006585,user_000705,885.01,33.33,,
split_0000021848,sexp_00006586,user_000352,469.17,33.33,,
split_0000021849,sexp_00006586,user_000528,469.17,33.33,,
split_0000021850,sexp_00006586,user_000705,469.17,33.33,,
split_0000021851,sexp_00006587,user_000352,133.54,21.01,,
split_0000021852,sexp_00006587,user_000528,150.36,23.66,,
split_0000021853,sexp_00006587,user_000705,351.57,55.32,,
split_0000021854,sexp_00006588,user_000352,719.39,32.97,,
split_0000021855,sexp_00006588,user_000528,464.99,21.31,,
split_0000021856,sexp_00006588,user_000705,997.28,45.71,,
split_0000021857,sexp_00006589,user_000352,810.58,43.29,,
split_0000021858,sexp_00006589,user_000528,207.63,11.09,,
split_0000021859,sexp_00006589,user_000705,854.3,45.62,,
split_0000021860,sexp_00006590,user_000352,670.79,33.33,,
split_0000021861,sexp_00006590,user_000528,670.79,33.33,,
split_0000021862,sexp_00006590,user_000705,670.78,33.33,,
split_0000021863,sexp_00006591,user_000352,356.14,33.33,,
split_0000021864,sexp_00006591,user_000528,356.14,33.33,,
split_0000021865,sexp_00006591,user_000705,356.14,33.33,,
split_0000021866,sexp_00006592,user_000352,562.83,33.33,,
split_0000021867,sexp_00006592,user_000528,562.83,33.33,,
split_0000021868,sexp_00006592,user_000705,562.83,33.33,,
split_0000021869,sexp_00006593,user_000352,68.04,33.33,,
split_0000021870,sexp_00006593,user_000528,68.04,33.33,,
split_0000021871,sexp_00006593,user_000705,68.04,33.33,,
split_0000021872,sexp_00006594,user_000352,86.0,33.33,,
split_0000021873,sexp_00006594,user_000528,86.0,33.33,,
split_0000021874,sexp_00006594,user_000705,86.01,33.33,,
split_0000021875,sexp_00006595,user_000352,35.61,33.33,,
split_0000021876,sexp_00006595,user_000528,35.61,33.33,,
split_0000021877,sexp_00006595,user_000705,35.6,33.33,,
split_0000021878,sexp_00006596,user_000352,30.38,42.27,,
split_0000021879,sexp_00006596,user_000528,11.21,15.59,,
split_0000021880,sexp_00006596,user_000705,30.29,42.14,,
split_0000021881,sexp_00006597,user_000352,38.03,33.33,,
split_0000021882,sexp_00006597,user_000528,38.03,33.33,,
split_0000021883,sexp_00006597,user_000705,38.04,33.33,,
split_0000021884,sexp_00006598,user_000352,63.05,33.33,,
split_0000021885,sexp_00006598,user_000528,63.05,33.33,,
split_0000021886,sexp_00006598,user_000705,63.06,33.33,,
split_0000021887,sexp_00006599,user_000352,52.1,31.69,,
split_0000021888,sexp_00006599,user_000528,24.03,14.62,,
split_0000021889,sexp_00006599,user_000705,88.3,53.7,,
split_0000021890,sexp_00006600,user_000352,25.22,33.33,,
split_0000021891,sexp_00006600,user_000528,25.22,33.33,,
split_0000021892,sexp_00006600,user_000705,25.21,33.33,,
split_0000021893,sexp_00006601,user_000352,49.14,33.33,,
split_0000021894,sexp_00006601,user_000528,49.14,33.33,,
split_0000021895,sexp_00006601,user_000705,49.13,33.33,,
split_0000021896,sexp_00006602,user_000352,11.75,33.33,,
split_0000021897,sexp_00006602,user_000528,11.75,33.33,,
split_0000021898,sexp_00006602,user_000705,11.74,33.33,,
split_0000021899,sexp_00006603,user_000352,15.48,33.33,,
split_0000021900,sexp_00006603,user_000528,15.48,33.33,,
split_0000021901,sexp_00006603,user_000705,15.49,33.33,,
split_0000021902,sexp_00006604,user_000352,17.2,33.33,,
split_0000021903,sexp_00006604,user_000528,17.2,33.33,,
split_0000021904,sexp_00006604,user_000705,17.2,33.33,,
split_0000021905,sexp_00006605,user_000352,25.82,43.13,,
split_0000021906,sexp_00006605,user_000528,10.73,17.92,,
split_0000021907,sexp_00006605,user_000705,23.32,38.95,,
split_0000021908,sexp_00006606,user_000352,14.73,33.33,,
split_0000021909,sexp_00006606,user_000528,14.73,33.33,,
split_0000021910,sexp_00006606,user_000705,14.73,33.33,,
split_0000021911,sexp_00006607,user_000352,15.83,33.33,,
split_0000021912,sexp_00006607,user_000528,15.83,33.33,,
split_0000021913,sexp_00006607,user_000705,15.83,33.33,,
split_0000021914,sexp_00006608,user_000352,18.31,33.33,,
split_0000021915,sexp_00006608,user_000528,18.31,33.33,,
split_0000021916,sexp_00006608,user_000705,18.31,33.33,,
split_0000021917,sexp_00006609,user_000352,16.42,33.33,,
split_0000021918,sexp_00006609,user_000528,16.42,33.33,,
split_0000021919,sexp_00006609,user_000705,16.41,33.33,,
split_0000021920,sexp_00006610,user_000352,28.98,33.33,,
split_0000021921,sexp_00006610,user_000528,28.98,33.33,,
split_0000021922,sexp_00006610,user_000705,28.99,33.33,,
split_0000021923,sexp_00006611,user_000352,34.09,46.39,,
split_0000021924,sexp_00006611,user_000528,23.01,31.31,,
split_0000021925,sexp_00006611,user_000705,16.39,22.31,,
split_0000021926,sexp_00006612,user_000352,26.71,33.33,,
split_0000021927,sexp_00006612,user_000528,26.71,33.33,,
split_0000021928,sexp_00006612,user_000705,26.7,33.33,,
split_0000021929,sexp_00006613,user_000352,5.93,14.34,,
split_0000021930,sexp_00006613,user_000528,13.39,32.4,,
split_0000021931,sexp_00006613,user_000705,22.02,53.26,,
split_0000021932,sexp_00006614,user_000352,20.78,48.75,,
split_0000021933,sexp_00006614,user_000528,17.88,41.94,,
split_0000021934,sexp_00006614,user_000705,3.96,9.31,,
split_0000021935,sexp_00006615,user_000352,16.05,33.33,,
split_0000021936,sexp_00006615,user_000528,16.05,33.33,,
split_0000021937,sexp_00006615,user_000705,16.04,33.33,,
split_0000021938,sexp_00006616,user_000352,28.35,33.33,,
split_0000021939,sexp_00006616,user_000528,28.35,33.33,,
split_0000021940,sexp_00006616,user_000705,28.36,33.33,,
split_0000021941,sexp_00006617,user_000352,227.44,33.33,,
split_0000021942,sexp_00006617,user_000528,227.44,33.33,,
split_0000021943,sexp_00006617,user_000705,227.45,33.33,,
split_0000021944,sexp_00006618,user_000352,12.36,32.65,,
split_0000021945,sexp_00006618,user_000528,13.69,36.17,,
split_0000021946,sexp_00006618,user_000705,11.8,31.18,,
split_0000021947,sexp_00006619,user_000352,21.29,33.33,,
split_0000021948,sexp_00006619,user_000528,21.29,33.33,,
split_0000021949,sexp_00006619,user_000705,21.28,33.33,,
split_0000021950,sexp_00006620,user_000352,23.53,33.33,,
split_0000021951,sexp_00006620,user_000528,23.53,33.33,,
split_0000021952,sexp_00006620,user_000705,23.53,33.33,,
split_0000021953,sexp_00006621,user_000352,16.97,33.33,,
split_0000021954,sexp_00006621,user_000528,16.97,33.33,,
split_0000021955,sexp_00006621,user_000705,16.97,33.33,,
split_0000021956,sexp_00006622,user_000352,20.11,33.33,,
split_0000021957,sexp_00006622,user_000528,20.11,33.33,,
split_0000021958,sexp_00006622,user_000705,20.11,33.33,,
split_0000021959,sexp_00006623,user_000352,22.48,47.18,,
split_0000021960,sexp_00006623,user_000528,17.83,37.43,,
split_0000021961,sexp_00006623,user_000705,7.33,15.39,,
split_0000021962,sexp_00006624,user_000352,22.83,33.33,,
split_0000021963,sexp_00006624,user_000528,22.83,33.33,,
split_0000021964,sexp_00006624,user_000705,22.84,33.33,,
split_0000021965,sexp_00006625,user_000352,41.16,33.33,,
split_0000021966,sexp_00006625,user_000528,41.16,33.33,,
split_0000021967,sexp_00006625,user_000705,41.16,33.33,,
split_0000021968,sexp_00006626,user_000352,55.79,46.01,,
split_0000021969,sexp_00006626,user_000528,30.38,25.05,,
split_0000021970,sexp_00006626,user_000705,35.08,28.93,,
split_0000021971,sexp_00006627,user_000352,34.44,33.33,,
split_0000021972,sexp_00006627,user_000528,34.44,33.33,,
split_0000021973,sexp_00006627,user_000705,34.45,33.33,,
split_0000021974,sexp_00006628,user_000352,17.83,23.6,,
split_0000021975,sexp_00006628,user_000528,10.71,14.18,,
split_0000021976,sexp_00006628,user_000705,47.03,62.23,,
split_0000021977,sexp_00006629,user_000352,25.01,33.33,,
split_0000021978,sexp_00006629,user_000528,25.01,33.33,,
split_0000021979,sexp_00006629,user_000705,25.0,33.33,,
split_0000021980,sexp_00006630,user_000352,5.71,13.09,,
split_0000021981,sexp_00006630,user_000528,10.21,23.42,,
split_0000021982,sexp_00006630,user_000705,27.67,63.49,,
split_0000021983,sexp_00006631,user_000352,19.33,33.33,,
split_0000021984,sexp_00006631,user_000528,19.33,33.33,,
split_0000021985,sexp_00006631,user_000705,19.32,33.33,,
split_0000021986,sexp_00006632,user_000352,13.56,30.73,,
split_0000021987,sexp_00006632,user_000528,17.3,39.22,,
split_0000021988,sexp_00006632,user_000705,13.26,30.05,,
split_0000021989,sexp_00006633,user_000352,12.39,11.65,,
split_0000021990,sexp_00006633,user_000528,23.13,21.75,,
split_0000021991,sexp_00006633,user_000705,70.84,66.61,,
split_0000021992,sexp_00006634,user_000352,43.54,33.33,,
split_0000021993,sexp_00006634,user_000528,43.54,33.33,,
split_0000021994,sexp_00006634,user_000705,43.53,33.33,,
split_0000021995,sexp_00006635,user_000352,34.85,33.33,,
split_0000021996,sexp_00006635,user_000528,34.85,33.33,,
split_0000021997,sexp_00006635,user_000705,34.85,33.33,,
split_0000021998,sexp_00006636,user_000352,37.17,33.33,,
split_0000021999,sexp_00006636,user_000528,37.17,33.33,,
split_0000022000,sexp_00006636,user_000705,37.17,33.33,,
split_0000022001,sexp_00006637,user_000352,37.72,33.33,,
split_0000022002,sexp_00006637,user_000528,37.72,33.33,,
split_0000022003,sexp_00006637,user_000705,37.72,33.33,,
split_0000022004,sexp_00006638,user_000352,25.18,33.33,,
split_0000022005,sexp_00006638,user_000528,25.18,33.33,,
split_0000022006,sexp_00006638,user_000705,25.18,33.33,,
split_0000022007,sexp_00006639,user_000352,27.94,33.33,,
split_0000022008,sexp_00006639,user_000528,27.94,33.33,,
split_0000022009,sexp_00006639,user_000705,27.93,33.33,,
split_0000022010,sexp_00006640,user_000352,25.23,19.62,,
split_0000022011,sexp_00006640,user_000528,52.15,40.56,,
split_0000022012,sexp_00006640,user_000705,51.2,39.83,,
split_0000022013,sexp_00006641,user_000352,45.51,33.33,,
split_0000022014,sexp_00006641,user_000528,45.51,33.33,,
split_0000022015,sexp_00006641,user_000705,45.52,33.33,,
split_0000022016,sexp_00006642,user_000352,22.1,32.68,,
split_0000022017,sexp_00006642,user_000528,17.06,25.22,,
split_0000022018,sexp_00006642,user_000705,28.46,42.1,,
split_0000022019,sexp_00006643,user_000352,31.21,33.33,,
split_0000022020,sexp_00006643,user_000528,31.21,33.33,,
split_0000022021,sexp_00006643,user_000705,31.22,33.33,,
split_0000022022,sexp_00006644,user_000352,47.33,33.33,,
split_0000022023,sexp_00006644,user_000528,47.33,33.33,,
split_0000022024,sexp_00006644,user_000705,47.34,33.33,,
split_0000022025,sexp_00006645,user_000352,29.45,33.33,,
split_0000022026,sexp_00006645,user_000528,29.45,33.33,,
split_0000022027,sexp_00006645,user_000705,29.45,33.33,,
split_0000022028,sexp_00006646,user_000352,18.69,33.33,,
split_0000022029,sexp_00006646,user_000528,18.69,33.33,,
split_0000022030,sexp_00006646,user_000705,18.69,33.33,,
split_0000022031,sexp_00006647,user_000352,53.46,33.33,,
split_0000022032,sexp_00006647,user_000528,53.46,33.33,,
split_0000022033,sexp_00006647,user_000705,53.45,33.33,,
split_0000022034,sexp_00006648,user_000352,40.11,33.33,,
split_0000022035,sexp_00006648,user_000528,40.11,33.33,,
split_0000022036,sexp_00006648,user_000705,40.12,33.33,,
split_0000022037,sexp_00006649,user_000352,15.69,33.33,,
split_0000022038,sexp_00006649,user_000528,15.69,33.33,,
split_0000022039,sexp_00006649,user_000705,15.7,33.33,,
split_0000022040,sexp_00006650,user_000352,27.69,33.33,,
split_0000022041,sexp_00006650,user_000528,27.69,33.33,,
split_0000022042,sexp_00006650,user_000705,27.7,33.33,,
split_0000022043,sexp_00006651,user_000352,30.32,33.33,,
split_0000022044,sexp_00006651,user_000528,30.32,33.33,,
split_0000022045,sexp_00006651,user_000705,30.32,33.33,,
split_0000022046,sexp_00006652,user_000352,39.71,33.33,,
split_0000022047,sexp_00006652,user_000528,39.71,33.33,,
split_0000022048,sexp_00006652,user_000705,39.7,33.33,,
split_0000022049,sexp_00006653,user_000352,29.76,48.11,,
split_0000022050,sexp_00006653,user_000528,10.12,16.35,,
split_0000022051,sexp_00006653,user_000705,21.98,35.53,,
split_0000022052,sexp_00006654,user_000352,34.75,18.68,,
split_0000022053,sexp_00006654,user_000528,49.89,26.81,,
split_0000022054,sexp_00006654,user_000705,101.45,54.51,,
split_0000022055,sexp_00006655,user_000352,19.61,33.33,,
split_0000022056,sexp_00006655,user_000528,19.61,33.33,,
split_0000022057,sexp_00006655,user_000705,19.6,33.33,,
split_0000022058,sexp_00006656,user_000352,15.85,13.43,,
split_0000022059,sexp_00006656,user_000528,51.67,43.78,,
split_0000022060,sexp_00006656,user_000705,50.5,42.79,,
