id,title,description,amount,category,created_at,updated_at,deleted_at,is_anomaly,roomspace_id,paid_by,split_type
sexp_00007275,Groceries,Local supermarket,159.93,Groceries,2023-11-15 14:59:04.337046,2023-11-15 14:59:04.337046,,False,roomspace_183,user_000918,EXACT
sexp_00007276,Groceries,Local supermarket,83.83,Groceries,2023-11-23 07:15:01.301316,2023-11-23 07:15:01.301316,,False,roomspace_183,user_000918,EQUAL
sexp_00007277,Groceries,Whole Foods,342.78,Groceries,2023-12-02 10:42:55.991727,2023-12-02 10:42:55.991727,,False,roomspace_183,user_000735,EQUAL
sexp_00007278,Groceries,Whole Foods,159.47,Groceries,2023-12-09 22:04:19.868207,2023-12-09 22:04:19.868207,,False,roomspace_183,user_000366,EQUAL
sexp_00007279,Groceries,Costco shopping,271.58,Groceries,2023-12-19 00:40:50.627566,2023-12-19 00:40:50.627566,,False,roomspace_183,user_000735,EQUAL
sexp_00007280,Groceries,Costco shopping,55.74,Groceries,2023-12-27 13:32:28.411646,2023-12-27 13:32:28.411646,,False,roomspace_183,user_000366,PERCENTAGE
sexp_00007281,Household Items,[RAPID] Kitchen items,102.57,Household Items,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,True,roomspace_183,user_000735,EQUAL
sexp_00007282,Household Items,Bathroom essentials,128.11,Household Items,2023-09-21 22:53:07.539118,2023-09-21 22:53:07.539118,,False,roomspace_183,user_000549,EQUAL
sexp_00007283,Rent,Monthly rent,2742.5,Rent,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_184,user_000737,EQUAL
sexp_00007284,Rent,Rent payment,2923.95,Rent,2023-02-01 23:00:00.984281,2023-02-01 23:00:00.984281,,False,roomspace_184,user_000737,EQUAL
sexp_00007285,Rent,Monthly rent,2981.57,Rent,2023-03-12 18:01:29.809634,2023-03-12 18:01:29.809634,,False,roomspace_184,user_000369,EQUAL
sexp_00007286,Rent,Monthly rent,1252.65,Rent,2023-04-17 19:29:43.254824,2023-04-17 19:29:43.254824,,False,roomspace_184,user_000737,EQUAL
sexp_00007287,Rent,Monthly rent,1793.02,Rent,2023-05-22 10:15:56.201554,2023-05-22 10:15:56.201554,,False,roomspace_184,user_000369,EQUAL
sexp_00007288,Rent,Apartment rent,1884.7,Rent,2023-06-23 06:58:25.468394,2023-06-23 06:58:25.468394,,False,roomspace_184,user_000369,EQUAL
sexp_00007289,Rent,Apartment rent,1294.94,Rent,2023-07-24 11:14:09.265245,2023-07-24 11:14:09.265245,,False,roomspace_184,user_000737,EXACT
sexp_00007290,Rent,Rent payment,2414.36,Rent,2023-08-20 13:34:00.794998,2023-08-20 13:34:00.794998,,False,roomspace_184,user_000737,EQUAL
sexp_00007291,Rent,Apartment rent,1442.09,Rent,2023-09-25 16:10:09.461809,2023-09-25 16:10:09.461809,,False,roomspace_184,user_000737,EQUAL
sexp_00007292,Rent,Monthly rent,3996.12,Rent,2023-10-28 17:03:57.894197,2023-10-28 17:03:57.894197,,False,roomspace_184,user_000369,EQUAL
sexp_00007293,Rent,Monthly rent,4490.49,Rent,2023-11-28 22:05:14.233852,2023-11-28 22:05:14.233852,,False,roomspace_184,user_000369,PERCENTAGE
sexp_00007294,Rent,Apartment rent,1833.85,Rent,2023-12-27 15:24:35.365781,2023-12-27 15:24:35.365781,,False,roomspace_184,user_000737,EQUAL
sexp_00007295,Utilities,Electricity bill,226.16,Utilities,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_184,user_000369,EQUAL
sexp_00007296,Utilities,Electricity bill,185.05,Utilities,2023-02-19 07:45:34.657593,2023-02-19 07:45:34.657593,,False,roomspace_184,user_000737,EQUAL
sexp_00007297,Utilities,Gas bill,132.43,Utilities,2023-04-01 12:11:21.883108,2023-04-01 12:11:21.883108,,False,roomspace_184,user_000737,EQUAL
sexp_00007298,Utilities,Gas bill,201.36,Utilities,2023-05-15 19:07:48.352406,2023-05-15 19:07:48.352406,,False,roomspace_184,user_000737,EQUAL
sexp_00007299,Utilities,Electricity bill,422.08,Utilities,2023-07-01 07:08:41.046509,2023-07-01 07:08:41.046509,,False,roomspace_184,user_000737,EQUAL
sexp_00007300,Utilities,Electricity bill,264.86,Utilities,2023-08-07 23:00:30.811028,2023-08-07 23:00:30.811028,,False,roomspace_184,user_000369,EXACT
sexp_00007301,Utilities,Utility payment,181.47,Utilities,2023-09-15 20:35:57.842739,2023-09-15 20:35:57.842739,,False,roomspace_184,user_000737,EQUAL
sexp_00007302,Utilities,Gas bill,325.31,Utilities,2023-10-30 18:16:29.450374,2023-10-30 18:16:29.450374,,False,roomspace_184,user_000737,EQUAL
sexp_00007303,Utilities,[RARE CATEGORY] Utility payment,351.5,Utilities,2023-12-11 03:38:27.094057,2023-12-11 03:38:27.094057,,True,roomspace_184,user_000737,PERCENTAGE
sexp_00007304,Internet,WiFi payment,123.11,Internet,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_184,user_000369,EQUAL
sexp_00007305,Internet,WiFi payment,141.5,Internet,2023-01-30 10:32:11.896696,2023-01-30 10:32:11.896696,,False,roomspace_184,user_000369,EQUAL
sexp_00007306,Internet,Internet bill,112.08,Internet,2023-02-28 08:43:36.093639,2023-02-28 08:43:36.093639,,False,roomspace_184,user_000369,PERCENTAGE
sexp_00007307,Internet,WiFi payment,62.75,Internet,2023-03-25 15:14:20.228935,2023-03-25 15:14:20.228935,,False,roomspace_184,user_000369,PERCENTAGE
sexp_00007308,Internet,Broadband,128.08,Internet,2023-04-23 22:30:11.297255,2023-04-23 22:30:11.297255,,False,roomspace_184,user_000737,EQUAL
sexp_00007309,Internet,Internet bill,117.86,Internet,2023-05-21 07:31:19.027892,2023-05-21 07:31:19.027892,,False,roomspace_184,user_000737,EQUAL
sexp_00007310,Internet,Internet bill,92.48,Internet,2023-06-18 03:52:27.957769,2023-06-18 03:52:27.957769,,False,roomspace_184,user_000737,EQUAL
sexp_00007311,Internet,Broadband,77.1,Internet,2023-07-19 21:57:57.658476,2023-07-19 21:57:57.658476,,False,roomspace_184,user_000369,EQUAL
sexp_00007312,Internet,Broadband,110.58,Internet,2023-08-20 06:43:40.186449,2023-08-20 06:43:40.186449,,False,roomspace_184,user_000737,PERCENTAGE
sexp_00007313,Internet,WiFi payment,132.68,Internet,2023-09-23 01:33:25.092169,2023-09-23 01:33:25.092169,,False,roomspace_184,user_000369,EQUAL
sexp_00007314,Internet,Broadband,104.46,Internet,2023-10-25 23:32:28.740082,2023-10-25 23:32:28.740082,,False,roomspace_184,user_000737,EQUAL
sexp_00007315,Internet,[UNUSUAL] Internet bill,479.14,Internet,2023-11-26 04:41:14.647589,2023-11-26 04:41:14.647589,,True,roomspace_184,user_000369,EQUAL
sexp_00007316,Internet,[DUPLICATE?] Broadband,92.87,Internet,2023-12-22 19:41:28.973682,2023-12-22 19:41:28.973682,,True,roomspace_184,user_000737,PERCENTAGE
sexp_00007317,Groceries,Target groceries,146.63,Groceries,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_184,user_000369,EQUAL
sexp_00007318,Groceries,Costco shopping,79.35,Groceries,2023-01-08 05:22:15.732626,2023-01-08 05:22:15.732626,,False,roomspace_184,user_000737,EQUAL
sexp_00007319,Groceries,Weekly groceries,151.87,Groceries,2023-01-16 10:30:45.447667,2023-01-16 10:30:45.447667,,False,roomspace_184,user_000369,EQUAL
sexp_00007320,Groceries,Whole Foods,136.98,Groceries,2023-01-24 21:36:11.914018,2023-01-24 21:36:11.914018,,False,roomspace_184,user_000737,EQUAL
sexp_00007321,Groceries,Walmart groceries,134.87,Groceries,2023-02-02 22:51:42.350546,2023-02-02 22:51:42.350546,,False,roomspace_184,user_000369,EQUAL
sexp_00007322,Groceries,Local supermarket,235.24,Groceries,2023-02-10 10:28:09.450896,2023-02-10 10:28:09.450896,,False,roomspace_184,user_000737,EXACT
sexp_00007323,Groceries,Costco shopping,206.28,Groceries,2023-02-19 17:49:02.021772,2023-02-19 17:49:02.021772,,False,roomspace_184,user_000369,EQUAL
sexp_00007324,Groceries,Whole Foods,97.63,Groceries,2023-02-28 23:37:33.972116,2023-02-28 23:37:33.972116,,False,roomspace_184,user_000737,EXACT
sexp_00007325,Groceries,Whole Foods,113.09,Groceries,2023-03-09 10:00:45.380918,2023-03-09 10:00:45.380918,,False,roomspace_184,user_000737,EXACT
sexp_00007326,Groceries,Weekly groceries,116.86,Groceries,2023-03-18 02:39:39.357676,2023-03-18 02:39:39.357676,,False,roomspace_184,user_000369,PERCENTAGE
sexp_00007327,Groceries,Local supermarket,298.63,Groceries,2023-03-25 10:49:45.212435,2023-03-25 10:49:45.212435,,False,roomspace_184,user_000737,EQUAL
sexp_00007328,Groceries,Walmart groceries,172.4,Groceries,2023-04-01 04:07:46.229950,2023-04-01 04:07:46.229950,,False,roomspace_184,user_000737,EQUAL
sexp_00007329,Groceries,Walmart groceries,154.92,Groceries,2023-04-09 17:19:57.850306,2023-04-09 17:19:57.850306,,False,roomspace_184,user_000737,EXACT
sexp_00007330,Groceries,Weekly groceries,268.9,Groceries,2023-04-18 08:51:15.860750,2023-04-18 08:51:15.860750,,False,roomspace_184,user_000737,EQUAL
sexp_00007331,Groceries,Walmart groceries,136.17,Groceries,2023-04-27 13:11:37.965788,2023-04-27 13:11:37.965788,,False,roomspace_184,user_000737,EQUAL
sexp_00007332,Groceries,Walmart groceries,207.28,Groceries,2023-05-04 07:33:07.958062,2023-05-04 07:33:07.958062,,False,roomspace_184,user_000369,EQUAL
sexp_00007333,Groceries,Costco shopping,69.82,Groceries,2023-05-10 18:26:49.121835,2023-05-10 18:26:49.121835,,False,roomspace_184,user_000737,EXACT
sexp_00007334,Groceries,Whole Foods,180.15,Groceries,2023-05-17 07:02:33.458328,2023-05-17 07:02:33.458328,,False,roomspace_184,user_000369,EQUAL
sexp_00007335,Groceries,Walmart groceries,115.7,Groceries,2023-05-23 23:14:45.328419,2023-05-23 23:14:45.328419,,False,roomspace_184,user_000737,EQUAL
sexp_00007336,Groceries,Whole Foods,129.34,Groceries,2023-06-01 23:17:31.561099,2023-06-01 23:17:31.561099,,False,roomspace_184,user_000737,EXACT
sexp_00007337,Groceries,Local supermarket,208.79,Groceries,2023-06-08 14:14:33.369181,2023-06-08 14:14:33.369181,,False,roomspace_184,user_000737,PERCENTAGE
sexp_00007338,Groceries,Walmart groceries,223.17,Groceries,2023-06-17 20:17:41.969179,2023-06-17 20:17:41.969179,,False,roomspace_184,user_000737,EQUAL
sexp_00007339,Groceries,Costco shopping,198.31,Groceries,2023-06-25 06:10:15.832070,2023-06-25 06:10:15.832070,,False,roomspace_184,user_000737,EQUAL
sexp_00007340,Groceries,Target groceries,293.91,Groceries,2023-07-02 22:39:43.953789,2023-07-02 22:39:43.953789,,False,roomspace_184,user_000737,PERCENTAGE
sexp_00007341,Groceries,Costco shopping,247.88,Groceries,2023-07-12 06:58:33.252656,2023-07-12 06:58:33.252656,,False,roomspace_184,user_000737,EQUAL
sexp_00007342,Groceries,Local supermarket,311.01,Groceries,2023-07-21 14:47:51.726180,2023-07-21 14:47:51.726180,,False,roomspace_184,user_000369,EQUAL
sexp_00007343,Groceries,Weekly groceries,114.73,Groceries,2023-07-28 08:44:25.509819,2023-07-28 08:44:25.509819,,False,roomspace_184,user_000737,EQUAL
sexp_00007344,Groceries,Costco shopping,70.89,Groceries,2023-08-05 03:04:56.659972,2023-08-05 03:04:56.659972,,False,roomspace_184,user_000737,EQUAL
sexp_00007345,Groceries,Costco shopping,159.22,Groceries,2023-08-14 09:18:32.291893,2023-08-14 09:18:32.291893,,False,roomspace_184,user_000737,EQUAL
sexp_00007346,Groceries,Weekly groceries,193.14,Groceries,2023-08-22 02:21:45.944165,2023-08-22 02:21:45.944165,,False,roomspace_184,user_000369,EQUAL
sexp_00007347,Groceries,Costco shopping,217.12,Groceries,2023-08-29 14:14:40.568085,2023-08-29 14:14:40.568085,,False,roomspace_184,user_000369,EQUAL
sexp_00007348,Groceries,Local supermarket,223.73,Groceries,2023-09-06 02:04:10.829227,2023-09-06 02:04:10.829227,,False,roomspace_184,user_000737,EQUAL
sexp_00007349,Groceries,Walmart groceries,231.99,Groceries,2023-09-12 17:00:23.628466,2023-09-12 17:00:23.628466,,False,roomspace_184,user_000369,PERCENTAGE
sexp_00007350,Groceries,Walmart groceries,131.36,Groceries,2023-09-19 11:46:17.426504,2023-09-19 11:46:17.426504,,False,roomspace_184,user_000737,EQUAL
sexp_00007351,Groceries,Walmart groceries,299.24,Groceries,2023-09-26 04:12:50.628758,2023-09-26 04:12:50.628758,,False,roomspace_184,user_000737,EQUAL
sexp_00007352,Groceries,Walmart groceries,122.35,Groceries,2023-10-04 18:55:18.951530,2023-10-04 18:55:18.951530,,False,roomspace_184,user_000369,EQUAL
sexp_00007353,Groceries,[RARE CATEGORY] Costco shopping,118.26,Groceries,2023-10-11 15:23:34.607115,2023-10-11 15:23:34.607115,,True,roomspace_184,user_000369,EQUAL
sexp_00007354,Groceries,Costco shopping,272.55,Groceries,2023-10-19 13:26:34.316157,2023-10-19 13:26:34.316157,,False,roomspace_184,user_000369,EQUAL
sexp_00007355,Groceries,Local supermarket,169.89,Groceries,2023-10-26 03:51:56.092164,2023-10-26 03:51:56.092164,,False,roomspace_184,user_000737,PERCENTAGE
sexp_00007356,Groceries,Target groceries,207.23,Groceries,2023-11-03 12:19:00.287380,2023-11-03 12:19:00.287380,,False,roomspace_184,user_000737,EQUAL
sexp_00007357,Groceries,Target groceries,100.19,Groceries,2023-11-12 03:53:23.623547,2023-11-12 03:53:23.623547,,False,roomspace_184,user_000737,EQUAL
sexp_00007358,Groceries,Whole Foods,167.94,Groceries,2023-11-19 21:43:32.172683,2023-11-19 21:43:32.172683,,False,roomspace_184,user_000737,EQUAL
sexp_00007359,Groceries,Walmart groceries,168.48,Groceries,2023-11-28 07:09:49.083017,2023-11-28 07:09:49.083017,,False,roomspace_184,user_000369,EQUAL
sexp_00007360,Groceries,Target groceries,98.59,Groceries,2023-12-04 22:02:59.849143,2023-12-04 22:02:59.849143,,False,roomspace_184,user_000737,EQUAL
sexp_00007361,Groceries,Target groceries,198.3,Groceries,2023-12-12 14:52:34.145138,2023-12-12 14:52:34.145138,,False,roomspace_184,user_000369,EQUAL
sexp_00007362,Groceries,Walmart groceries,114.94,Groceries,2023-12-21 18:01:05.292814,2023-12-21 18:01:05.292814,,False,roomspace_184,user_000737,EQUAL
sexp_00007363,Groceries,[RAPID] Weekly groceries,80.31,Groceries,2023-12-28 22:16:51.546600,2023-12-28 22:16:51.546600,,True,roomspace_184,user_000737,EQUAL
sexp_00007364,Household Items,Kitchen items,72.92,Household Items,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_184,user_000737,EQUAL
sexp_00007365,Rent,Apartment rent,4410.41,Rent,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_185,user_000742,EQUAL
sexp_00007366,Rent,Rent payment,2028.86,Rent,2023-02-05 21:36:30.962267,2023-02-05 21:36:30.962267,,False,roomspace_185,user_000925,EQUAL
sexp_00007367,Rent,Apartment rent,3360.83,Rent,2023-03-07 04:56:13.873015,2023-03-07 04:56:13.873015,,False,roomspace_185,user_000925,EQUAL
sexp_00007368,Rent,Rent payment,2867.39,Rent,2023-04-04 15:06:09.167637,2023-04-04 15:06:09.167637,,False,roomspace_185,user_000925,EQUAL
sexp_00007369,Rent,Rent payment,3108.79,Rent,2023-05-04 03:28:57.461453,2023-05-04 03:28:57.461453,,False,roomspace_185,user_000740,EXACT
sexp_00007370,Rent,Apartment rent,4577.16,Rent,2023-05-31 12:40:51.843402,2023-05-31 12:40:51.843402,,False,roomspace_185,user_000742,PERCENTAGE
sexp_00007371,Rent,Rent payment,2560.09,Rent,2023-07-03 12:06:50.161100,2023-07-03 12:06:50.161100,,False,roomspace_185,user_000925,EQUAL
sexp_00007372,Rent,Rent payment,1092.11,Rent,2023-08-07 10:52:31.967578,2023-08-07 10:52:31.967578,,False,roomspace_185,user_000925,EQUAL
sexp_00007373,Rent,Rent payment,2054.96,Rent,2023-09-05 15:19:29.173379,2023-09-05 15:19:29.173379,,False,roomspace_185,user_000925,EQUAL
sexp_00007374,Rent,Monthly rent,5174.9,Rent,2023-10-11 19:19:46.426689,2023-10-11 19:19:46.426689,,False,roomspace_185,user_000742,EQUAL
sexp_00007375,Rent,Monthly rent,3591.19,Rent,2023-11-09 22:30:48.637621,2023-11-09 22:30:48.637621,,False,roomspace_185,user_000925,EQUAL
sexp_00007376,Rent,Apartment rent,1202.47,Rent,2023-12-10 08:39:57.815548,2023-12-10 08:39:57.815548,,False,roomspace_185,user_000740,EQUAL
sexp_00007377,Utilities,Electricity bill,431.28,Utilities,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_185,user_000742,PERCENTAGE
sexp_00007378,Utilities,Gas bill,257.6,Utilities,2023-01-31 15:42:12.083095,2023-01-31 15:42:12.083095,,False,roomspace_185,user_000742,PERCENTAGE
sexp_00007379,Utilities,Electricity bill,497.41,Utilities,2023-03-04 09:33:00.783604,2023-03-04 09:33:00.783604,,False,roomspace_185,user_000742,PERCENTAGE
sexp_00007380,Utilities,Electricity bill,207.89,Utilities,2023-04-06 18:34:23.444968,2023-04-06 18:34:23.444968,,False,roomspace_185,user_000925,EQUAL
sexp_00007381,Utilities,Utility payment,188.44,Utilities,2023-05-13 15:20:05.946903,2023-05-13 15:20:05.946903,,False,roomspace_185,user_000740,EQUAL
sexp_00007382,Utilities,Electricity bill,312.55,Utilities,2023-06-16 10:30:20.288308,2023-06-16 10:30:20.288308,,False,roomspace_185,user_000742,EQUAL
sexp_00007383,Utilities,Gas bill,257.16,Utilities,2023-07-18 18:09:39.084934,2023-07-18 18:09:39.084934,,False,roomspace_185,user_000740,EQUAL
sexp_00007384,Utilities,Gas bill,114.39,Utilities,2023-08-29 20:51:13.451381,2023-08-29 20:51:13.451381,,False,roomspace_185,user_000925,EQUAL
sexp_00007385,Utilities,Electricity bill,218.53,Utilities,2023-10-01 23:29:26.088927,2023-10-01 23:29:26.088927,,False,roomspace_185,user_000740,EQUAL
sexp_00007386,Utilities,Electricity bill,431.72,Utilities,2023-11-14 20:16:11.718164,2023-11-14 20:16:11.718164,,False,roomspace_185,user_000742,EQUAL
sexp_00007387,Utilities,Electricity bill,448.01,Utilities,2023-12-18 05:17:46.450083,2023-12-18 05:17:46.450083,,False,roomspace_185,user_000742,EQUAL
sexp_00007388,Internet,WiFi payment,127.78,Internet,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_185,user_000740,PERCENTAGE
sexp_00007389,Internet,Internet bill,82.68,Internet,2023-02-07 04:57:56.990604,2023-02-07 04:57:56.990604,,False,roomspace_185,user_000740,EQUAL
sexp_00007390,Internet,WiFi payment,90.15,Internet,2023-03-07 04:04:24.397040,2023-03-07 04:04:24.397040,,False,roomspace_185,user_000740,EQUAL
sexp_00007391,Internet,Broadband,97.15,Internet,2023-04-01 17:41:39.878186,2023-04-01 17:41:39.878186,,False,roomspace_185,user_000925,EQUAL
sexp_00007392,Internet,Internet bill,85.5,Internet,2023-05-01 02:17:05.630749,2023-05-01 02:17:05.630749,,False,roomspace_185,user_000740,PERCENTAGE
sexp_00007393,Internet,[LATE NIGHT] Broadband,108.37,Internet,2023-06-07 01:55:47.951597,2023-06-07 01:55:47.951597,,True,roomspace_185,user_000740,EQUAL
sexp_00007394,Internet,Broadband,115.15,Internet,2023-07-06 23:19:42.895046,2023-07-06 23:19:42.895046,,False,roomspace_185,user_000740,EQUAL
sexp_00007395,Internet,WiFi payment,160.26,Internet,2023-08-03 16:27:27.050338,2023-08-03 16:27:27.050338,,False,roomspace_185,user_000742,EQUAL
sexp_00007396,Internet,WiFi payment,66.03,Internet,2023-09-04 22:14:13.113276,2023-09-04 22:14:13.113276,,False,roomspace_185,user_000740,EQUAL
sexp_00007397,Internet,WiFi payment,127.73,Internet,2023-10-03 01:19:35.199352,2023-10-03 01:19:35.199352,,False,roomspace_185,user_000925,EQUAL
sexp_00007398,Internet,Broadband,84.32,Internet,2023-10-29 13:46:04.455103,2023-10-29 13:46:04.455103,,False,roomspace_185,user_000740,EQUAL
sexp_00007399,Internet,Broadband,127.46,Internet,2023-11-28 10:22:22.308447,2023-11-28 10:22:22.308447,,False,roomspace_185,user_000742,EQUAL
sexp_00007400,Groceries,Weekly groceries,147.28,Groceries,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_185,user_000740,EQUAL
sexp_00007401,Groceries,Walmart groceries,93.7,Groceries,2023-01-09 05:41:58.881033,2023-01-09 05:41:58.881033,,False,roomspace_185,user_000740,EQUAL
sexp_00007402,Groceries,Weekly groceries,161.25,Groceries,2023-01-16 22:11:52.323703,2023-01-16 22:11:52.323703,,False,roomspace_185,user_000740,PERCENTAGE
sexp_00007403,Groceries,Weekly groceries,113.47,Groceries,2023-01-26 17:22:21.687302,2023-01-26 17:22:21.687302,,False,roomspace_185,user_000740,EQUAL
sexp_00007404,Groceries,[UNUSUAL] Whole Foods,1099.28,Groceries,2023-02-02 22:10:06.960944,2023-02-02 22:10:06.960944,,True,roomspace_185,user_000925,EQUAL
sexp_00007405,Groceries,Local supermarket,112.46,Groceries,2023-02-12 19:32:56.646657,2023-02-12 19:32:56.646657,,False,roomspace_185,user_000740,EQUAL
sexp_00007406,Groceries,Costco shopping,245.97,Groceries,2023-02-21 23:35:09.335862,2023-02-21 23:35:09.335862,,False,roomspace_185,user_000742,EQUAL
sexp_00007407,Groceries,Weekly groceries,79.44,Groceries,2023-03-01 04:59:37.748696,2023-03-01 04:59:37.748696,,False,roomspace_185,user_000740,EQUAL
sexp_00007408,Groceries,Weekly groceries,221.7,Groceries,2023-03-09 03:04:25.577183,2023-03-09 03:04:25.577183,,False,roomspace_185,user_000742,EQUAL
sexp_00007409,Groceries,Whole Foods,287.26,Groceries,2023-03-17 07:00:49.684317,2023-03-17 07:00:49.684317,,False,roomspace_185,user_000742,EQUAL
sexp_00007410,Groceries,Weekly groceries,321.7,Groceries,2023-03-25 04:20:43.596040,2023-03-25 04:20:43.596040,,False,roomspace_185,user_000742,EQUAL
sexp_00007411,Groceries,Whole Foods,210.08,Groceries,2023-04-03 22:58:29.606861,2023-04-03 22:58:29.606861,,False,roomspace_185,user_000925,EQUAL
sexp_00007412,Groceries,Costco shopping,181.09,Groceries,2023-04-11 11:57:10.086777,2023-04-11 11:57:10.086777,,False,roomspace_185,user_000740,EQUAL
sexp_00007413,Groceries,Costco shopping,286.93,Groceries,2023-04-21 02:51:08.671380,2023-04-21 02:51:08.671380,,False,roomspace_185,user_000742,EQUAL
sexp_00007414,Groceries,Target groceries,147.84,Groceries,2023-04-30 03:37:56.329764,2023-04-30 03:37:56.329764,,False,roomspace_185,user_000925,EQUAL
sexp_00007415,Groceries,Walmart groceries,156.56,Groceries,2023-05-07 22:08:20.723318,2023-05-07 22:08:20.723318,,False,roomspace_185,user_000742,EQUAL
sexp_00007416,Groceries,Costco shopping,296.32,Groceries,2023-05-16 16:30:35.762100,2023-05-16 16:30:35.762100,,False,roomspace_185,user_000742,PERCENTAGE
sexp_00007417,Groceries,Whole Foods,92.93,Groceries,2023-05-26 11:12:01.562256,2023-05-26 11:12:01.562256,,False,roomspace_185,user_000742,EQUAL
sexp_00007418,Groceries,Walmart groceries,211.31,Groceries,2023-06-03 21:05:38.703548,2023-06-03 21:05:38.703548,,False,roomspace_185,user_000925,EQUAL
sexp_00007419,Groceries,Whole Foods,117.28,Groceries,2023-06-12 00:25:19.293962,2023-06-12 00:25:19.293962,,False,roomspace_185,user_000925,EQUAL
sexp_00007420,Groceries,Weekly groceries,265.38,Groceries,2023-06-22 02:22:09.098952,2023-06-22 02:22:09.098952,,False,roomspace_185,user_000742,EXACT
sexp_00007421,Groceries,Whole Foods,182.41,Groceries,2023-06-30 22:06:10.491158,2023-06-30 22:06:10.491158,,False,roomspace_185,user_000740,EQUAL
sexp_00007422,Groceries,Local supermarket,360.98,Groceries,2023-07-08 22:44:21.247527,2023-07-08 22:44:21.247527,,False,roomspace_185,user_000742,EQUAL
sexp_00007423,Groceries,Walmart groceries,155.06,Groceries,2023-07-16 21:00:17.304712,2023-07-16 21:00:17.304712,,False,roomspace_185,user_000925,EQUAL
sexp_00007424,Groceries,Walmart groceries,249.26,Groceries,2023-07-24 23:20:40.652775,2023-07-24 23:20:40.652775,,False,roomspace_185,user_000740,EXACT
sexp_00007425,Groceries,Target groceries,199.47,Groceries,2023-08-04 04:54:15.718610,2023-08-04 04:54:15.718610,,False,roomspace_185,user_000742,EXACT
sexp_00007426,Groceries,Costco shopping,288.85,Groceries,2023-08-11 19:50:15.250723,2023-08-11 19:50:15.250723,,False,roomspace_185,user_000742,EXACT
sexp_00007427,Groceries,Whole Foods,125.28,Groceries,2023-08-20 02:46:24.078795,2023-08-20 02:46:24.078795,,False,roomspace_185,user_000925,EQUAL
sexp_00007428,Groceries,Local supermarket,409.6,Groceries,2023-08-29 03:47:21.751176,2023-08-29 03:47:21.751176,,False,roomspace_185,user_000742,PERCENTAGE
sexp_00007429,Groceries,Costco shopping,165.66,Groceries,2023-09-07 04:41:13.862035,2023-09-07 04:41:13.862035,,False,roomspace_185,user_000925,EQUAL
sexp_00007430,Groceries,Target groceries,244.25,Groceries,2023-09-17 19:58:03.591094,2023-09-17 19:58:03.591094,,False,roomspace_185,user_000742,PERCENTAGE
sexp_00007431,Groceries,Walmart groceries,152.91,Groceries,2023-09-28 00:19:17.260136,2023-09-28 00:19:17.260136,,False,roomspace_185,user_000925,EQUAL
sexp_00007432,Groceries,Weekly groceries,75.37,Groceries,2023-10-07 12:27:00.820310,2023-10-07 12:27:00.820310,,False,roomspace_185,user_000925,EQUAL
sexp_00007433,Groceries,Target groceries,313.86,Groceries,2023-10-17 09:00:47.442444,2023-10-17 09:00:47.442444,,False,roomspace_185,user_000742,EQUAL
sexp_00007434,Groceries,Walmart groceries,199.82,Groceries,2023-10-27 18:43:11.717757,2023-10-27 18:43:11.717757,,False,roomspace_185,user_000925,EQUAL
sexp_00007435,Groceries,Walmart groceries,122.48,Groceries,2023-11-04 13:07:21.176945,2023-11-04 13:07:21.176945,,False,roomspace_185,user_000740,EXACT
sexp_00007436,Groceries,Weekly groceries,325.5,Groceries,2023-11-14 22:31:12.804429,2023-11-14 22:31:12.804429,,False,roomspace_185,user_000742,PERCENTAGE
sexp_00007437,Groceries,Whole Foods,345.15,Groceries,2023-11-25 03:41:25.319262,2023-11-25 03:41:25.319262,,False,roomspace_185,user_000742,EQUAL
sexp_00007438,Groceries,Walmart groceries,197.26,Groceries,2023-12-05 10:32:34.005255,2023-12-05 10:32:34.005255,,False,roomspace_185,user_000925,EQUAL
sexp_00007439,Groceries,Local supermarket,91.84,Groceries,2023-12-13 09:42:10.766639,2023-12-13 09:42:10.766639,,False,roomspace_185,user_000925,PERCENTAGE
sexp_00007440,Groceries,Weekly groceries,196.84,Groceries,2023-12-20 16:05:27.160784,2023-12-20 16:05:27.160784,,False,roomspace_185,user_000925,PERCENTAGE
sexp_00007441,Household Items,[UNUSUAL] Kitchen items,635.62,Household Items,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,True,roomspace_185,user_000742,PERCENTAGE
sexp_00007442,Household Items,Laundry detergent,198.29,Household Items,2023-08-24 12:40:33.412096,2023-08-24 12:40:33.412096,,False,roomspace_185,user_000925,EQUAL
sexp_00007443,Rent,Monthly rent,2228.48,Rent,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_186,user_000930,EQUAL
