expense_id,user_id,date,amount_original,currency_code,exchange_rate_to_npr,amount_npr,category,subcategory,merchant_name,payment_method,is_shared,group_id,is_recurring,is_essential,note_quality,logged_delay_hours,festival_context,created_at
NPE_00034367,NPU_00025,2023-12-26,1412.0,NPR,1.0,1412.0,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,bank_transfer,False,,False,False,short,168,,2023-12-26T00:00:00
NPE_00034368,NPU_00026,2023-12-26,874.13,NPR,1.0,874.13,fuel,fuel,fuel_merchant,fonepay_qr,False,,False,True,missing,72,,2023-12-26T00:00:00
NPE_00034369,NPU_00027,2023-12-26,29.48,NPR,1.0,29.48,transport_public,transport_public,transport_public_merchant,cash,False,,False,True,clear,0,,2023-12-26T00:00:00
NPE_00034370,NPU_00027,2023-12-26,676.93,NPR,1.0,676.93,groceries,groceries,groceries_merchant,cash,False,,False,True,missing,168,,2023-12-26T00:00:00
NPE_00034371,NPU_00027,2023-12-26,1437.62,NPR,1.0,1437.62,fuel,fuel,,cash,False,,False,True,clear,0,,2023-12-26T00:00:00
NPE_00034372,NPU_00029,2023-12-26,1307.14,NPR,1.0,1307.14,groceries,groceries,groceries_merchant,cash,False,,False,True,clear,1,,2023-12-26T00:00:00
NPE_00034373,NPU_00029,2023-12-26,623.36,NPR,1.0,623.36,subscriptions,subscriptions,subscriptions_merchant,cash,False,,False,False,clear,0,,2023-12-26T00:00:00
NPE_00034374,NPU_00029,2023-12-26,309.9,NPR,1.0,309.9,transport_ride_hailing,transport_ride_hailing,,bank_transfer,False,,False,False,clear,1,,2023-12-26T00:00:00
NPE_00034375,NPU_00030,2023-12-26,110.16,NPR,1.0,110.16,transport_public,transport_public,transport_public_merchant,bank_transfer,False,,False,True,clear,72,,2023-12-26T00:00:00
NPE_00034376,NPU_00030,2023-12-26,4156.08,NPR,1.0,4156.08,entertainment,entertainment,entertainment_merchant,khalti,False,,False,False,short,3,,2023-12-26T00:00:00
NPE_00034377,NPU_00031,2023-12-26,19069.87,NPR,1.0,19069.87,loan_emi,loan_emi,loan_emi_merchant,cash,False,,False,True,clear,1,,2023-12-26T00:00:00
NPE_00034378,NPU_00031,2023-12-26,286.09,NPR,1.0,286.09,transport_public,transport_public,transport_public_merchant,bank_transfer,False,,False,True,short,3,,2023-12-26T00:00:00
NPE_00034379,NPU_00031,2023-12-26,84.12,NPR,1.0,84.12,transport_public,transport_public,,bank_transfer,False,,False,True,clear,3,,2023-12-26T00:00:00
NPE_00034380,NPU_00033,2023-12-26,19.85,NPR,1.0,19.85,transport_public,transport_public,,debit_card,False,,False,True,wrong_category,3,,2023-12-26T00:00:00
NPE_00034381,NPU_00036,2023-12-26,44.99,NPR,1.0,44.99,transport_public,transport_public,,esewa,False,,False,True,clear,1,,2023-12-26T00:00:00
NPE_00034382,NPU_00037,2023-12-26,9551.45,NPR,1.0,9551.45,loan_emi,loan_emi,loan_emi_merchant,cash,False,,False,True,clear,0,,2023-12-26T00:00:00
NPE_00034383,NPU_00038,2023-12-26,9374.32,NPR,1.0,9374.32,clothing,clothing,clothing_merchant,esewa,False,,False,False,missing,3,,2023-12-26T00:00:00
NPE_00034384,NPU_00039,2023-12-26,340.18,NPR,1.0,340.18,transport_ride_hailing,transport_ride_hailing,transport_ride_hailing_merchant,cash,False,,False,False,short,24,,2023-12-26T00:00:00
NPE_00034385,NPU_00039,2023-12-26,981.14,NPR,1.0,981.14,groceries,groceries,,bank_transfer,False,,False,True,clear,1,,2023-12-26T00:00:00
NPE_00034386,NPU_00040,2023-12-26,996.9,NPR,1.0,996.9,entertainment,entertainment,,cash,False,,False,False,clear,72,,2023-12-26T00:00:00
NPE_00034387,NPU_00042,2023-12-26,803.08,NPR,1.0,803.08,groceries,groceries,,cash,False,,False,True,short,0,,2023-12-26T00:00:00
NPE_00034388,NPU_00042,2023-12-26,2.29,USD,133.5,306.07,subscriptions,subscriptions,,cash,False,,False,False,short,0,,2023-12-26T00:00:00
NPE_00034389,NPU_00043,2023-12-26,589.25,NPR,1.0,589.25,groceries,groceries,groceries_merchant,esewa,False,,False,True,clear,1,,2023-12-26T00:00:00
NPE_00034390,NPU_00043,2023-12-26,1151.13,NPR,1.0,1151.13,fuel,fuel,fuel_merchant,cash,False,,False,True,short,0,,2023-12-26T00:00:00
NPE_00034391,NPU_00044,2023-12-26,62.65,NPR,1.0,62.65,transport_public,transport_public,transport_public_merchant,esewa,False,,False,True,clear,0,,2023-12-26T00:00:00
NPE_00034392,NPU_00047,2023-12-26,2706.34,NPR,1.0,2706.34,fuel,fuel,fuel_merchant,cash,False,,False,True,clear,0,,2023-12-26T00:00:00
NPE_00034393,NPU_00048,2023-12-26,3679.98,NPR,1.0,3679.98,health,health,health_merchant,cash,False,,False,True,short,1,,2023-12-26T00:00:00
NPE_00034394,NPU_00048,2023-12-26,5879.45,NPR,1.0,5879.45,health,health,,cash,False,,False,True,clear,1,,2023-12-26T00:00:00
NPE_00034395,NPU_00050,2023-12-26,478.47,NPR,1.0,478.47,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,credit_card,False,,False,False,short,24,,2023-12-26T00:00:00
NPE_00034396,NPU_00051,2023-12-26,33.98,NPR,1.0,33.98,transport_public,transport_public,transport_public_merchant,cash,False,,False,True,clear,3,,2023-12-26T00:00:00
NPE_00034397,NPU_00051,2023-12-26,1576.55,NPR,1.0,1576.55,miscellaneous,miscellaneous,,bank_transfer,False,,False,False,missing,24,,2023-12-26T00:00:00
NPE_00034398,NPU_00058,2023-12-26,1266.27,NPR,1.0,1266.27,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,cash,False,,False,False,wrong_category,1,,2023-12-26T00:00:00
NPE_00034399,NPU_00059,2023-12-26,567.77,NPR,1.0,567.77,restaurants_cafes,restaurants_cafes,,cash,False,,False,False,short,24,,2023-12-26T00:00:00
NPE_00034400,NPU_00059,2023-12-26,1154.81,NPR,1.0,1154.81,miscellaneous,miscellaneous,miscellaneous_merchant,cash,False,,False,False,clear,8,,2023-12-26T00:00:00
NPE_00034401,NPU_00063,2023-12-26,10682.05,NPR,1.0,10682.05,health,health,health_merchant,cash,False,,False,True,short,8,,2023-12-26T00:00:00
NPE_00034402,NPU_00064,2023-12-26,87.53,NPR,1.0,87.53,transport_public,transport_public,,credit_card,False,,False,True,wrong_category,72,,2023-12-26T00:00:00
NPE_00034403,NPU_00065,2023-12-26,2536.71,NPR,1.0,2536.71,education,education,,credit_card,False,,False,True,clear,3,,2023-12-26T00:00:00
NPE_00034404,NPU_00066,2023-12-26,238.53,NPR,1.0,238.53,transport_ride_hailing,transport_ride_hailing,transport_ride_hailing_merchant,cash,False,,False,False,clear,0,,2023-12-26T00:00:00
NPE_00034405,NPU_00066,2023-12-26,72.45,NPR,1.0,72.45,transport_public,transport_public,,cash,False,,False,True,clear,24,,2023-12-26T00:00:00
NPE_00034406,NPU_00067,2023-12-26,816.34,NPR,1.0,816.34,restaurants_cafes,restaurants_cafes,,cash,False,,False,False,clear,1,,2023-12-26T00:00:00
NPE_00034407,NPU_00067,2023-12-26,752.6,NPR,1.0,752.6,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,esewa,False,,False,False,clear,0,,2023-12-26T00:00:00
NPE_00034408,NPU_00068,2023-12-26,1201.34,NPR,1.0,1201.34,entertainment,entertainment,entertainment_merchant,cash,False,,False,False,clear,1,,2023-12-26T00:00:00
NPE_00034409,NPU_00069,2023-12-26,517.27,NPR,1.0,517.27,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,cash,False,,False,False,clear,0,,2023-12-26T00:00:00
NPE_00034410,NPU_00069,2023-12-26,2855.62,NPR,1.0,2855.62,miscellaneous,miscellaneous,miscellaneous_merchant,cash,False,,False,False,clear,8,,2023-12-26T00:00:00
NPE_00034411,NPU_00070,2023-12-26,793.19,NPR,1.0,793.19,groceries,groceries,groceries_merchant,credit_card,False,,False,True,clear,168,,2023-12-26T00:00:00
NPE_00034412,NPU_00071,2023-12-26,486.62,NPR,1.0,486.62,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,cash,False,,False,False,missing,1,,2023-12-26T00:00:00
NPE_00034413,NPU_00073,2023-12-26,1811.45,NPR,1.0,1811.45,fuel,fuel,,cash,False,,False,True,clear,72,,2023-12-26T00:00:00
NPE_00034414,NPU_00074,2023-12-26,162.15,NPR,1.0,162.15,transport_public,transport_public,transport_public_merchant,esewa,False,,False,True,missing,72,,2023-12-26T00:00:00
NPE_00034415,NPU_00075,2023-12-26,507.17,NPR,1.0,507.17,groceries,groceries,,cash,False,,False,True,missing,3,,2023-12-26T00:00:00
NPE_00034416,NPU_00077,2023-12-26,66.44,NPR,1.0,66.44,transport_public,transport_public,transport_public_merchant,bank_transfer,False,,False,True,clear,0,,2023-12-26T00:00:00
NPE_00034417,NPU_00080,2023-12-26,2785.43,NPR,1.0,2785.43,entertainment,entertainment,,cash,False,,False,False,missing,0,,2023-12-26T00:00:00
NPE_00034418,NPU_00080,2023-12-26,551.82,NPR,1.0,551.82,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,debit_card,False,,False,False,short,0,,2023-12-26T00:00:00
NPE_00034419,NPU_00080,2023-12-26,4388.32,NPR,1.0,4388.32,entertainment,entertainment,,cash,False,,False,False,clear,0,,2023-12-26T00:00:00
NPE_00034420,NPU_00080,2023-12-26,882.81,NPR,1.0,882.81,groceries,groceries,groceries_merchant,cash,False,,False,True,clear,0,,2023-12-26T00:00:00
NPE_00034421,NPU_00080,2023-12-26,1839.7,NPR,1.0,1839.7,groceries,groceries,,debit_card,False,,False,True,missing,0,,2023-12-26T00:00:00
NPE_00034422,NPU_00067,2023-12-26,7345.41,NPR,1.0,7345.41,entertainment,entertainment,group_entertainment,khalti,True,NPG_00002,False,False,clear,0,,2023-12-26T00:00:00
NPE_00034423,NPU_00001,2023-12-26,1454.92,NPR,1.0,1454.92,restaurants_cafes,restaurants_cafes,group_restaurants_cafes,bank_transfer,True,NPG_00004,False,False,clear,0,,2023-12-26T00:00:00
NPE_00034424,NPU_00047,2023-12-26,32947.91,NPR,1.0,32947.91,festivals_gifts,festivals_gifts,group_festivals_gifts,credit_card,True,NPG_00006,False,False,clear,72,,2023-12-26T00:00:00
NPE_00034425,NPU_00055,2023-12-26,4578.09,NPR,1.0,4578.09,groceries,groceries,group_groceries,cash,True,NPG_00008,False,True,clear,24,,2023-12-26T00:00:00
NPE_00034426,NPU_00073,2023-12-26,4734.64,NPR,1.0,4734.64,entertainment,entertainment,group_entertainment,esewa,True,NPG_00016,False,False,clear,3,,2023-12-26T00:00:00
NPE_00034427,NPU_00059,2023-12-26,11295.05,NPR,1.0,11295.05,festivals_gifts,festivals_gifts,group_festivals_gifts,cash,True,NPG_00019,False,False,clear,3,,2023-12-26T00:00:00
NPE_00034428,NPU_00001,2023-12-26,2557.56,NPR,1.0,2557.56,entertainment,entertainment,group_entertainment,esewa,True,NPG_00023,False,False,clear,3,,2023-12-26T00:00:00
NPE_00034429,NPU_00001,2023-12-27,1028.02,NPR,1.0,1028.02,transport_ride_hailing,transport_ride_hailing,transport_ride_hailing_merchant,esewa,False,,False,False,clear,1,,2023-12-27T00:00:00
NPE_00034430,NPU_00001,2023-12-27,2152.02,NPR,1.0,2152.02,internet_mobile,internet_mobile,,cash,False,,False,True,clear,1,,2023-12-27T00:00:00
NPE_00034431,NPU_00002,2023-12-27,705.85,NPR,1.0,705.85,restaurants_cafes,restaurants_cafes,,cash,False,,False,False,wrong_category,0,,2023-12-27T00:00:00
NPE_00034432,NPU_00002,2023-12-27,1210.35,NPR,1.0,1210.35,restaurants_cafes,restaurants_cafes,,cash,False,,False,False,wrong_category,0,,2023-12-27T00:00:00
NPE_00034433,NPU_00003,2023-12-27,972.65,NPR,1.0,972.65,fuel,fuel,fuel_merchant,cash,False,,False,True,missing,3,,2023-12-27T00:00:00
NPE_00034434,NPU_00006,2023-12-27,178.73,NPR,1.0,178.73,transport_ride_hailing,transport_ride_hailing,transport_ride_hailing_merchant,fonepay_qr,False,,False,False,clear,0,,2023-12-27T00:00:00
NPE_00034435,NPU_00007,2023-12-27,994.33,NPR,1.0,994.33,miscellaneous,miscellaneous,,esewa,False,,False,False,clear,72,,2023-12-27T00:00:00
NPE_00034436,NPU_00008,2023-12-27,1456.79,NPR,1.0,1456.79,groceries,groceries,groceries_merchant,cash,False,,False,True,clear,8,,2023-12-27T00:00:00
NPE_00034437,NPU_00011,2023-12-27,2438.57,NPR,1.0,2438.57,fuel,fuel,fuel_merchant,fonepay_qr,False,,False,True,clear,0,,2023-12-27T00:00:00
NPE_00034438,NPU_00012,2023-12-27,10044.67,NPR,1.0,10044.67,clothing,clothing,,khalti,False,,False,False,clear,0,,2023-12-27T00:00:00
NPE_00034439,NPU_00015,2023-12-27,1390.11,NPR,1.0,1390.11,miscellaneous,miscellaneous,miscellaneous_merchant,cash,False,,False,False,clear,1,,2023-12-27T00:00:00
NPE_00034440,NPU_00018,2023-12-27,767.01,NPR,1.0,767.01,groceries,groceries,,credit_card,False,,False,True,short,3,,2023-12-27T00:00:00
NPE_00034441,NPU_00022,2023-12-27,19249.46,NPR,1.0,19249.46,health,health,,bank_transfer,False,,False,True,clear,3,,2023-12-27T00:00:00
NPE_00034442,NPU_00023,2023-12-27,566.37,NPR,1.0,566.37,groceries,groceries,,bank_transfer,False,,False,True,clear,0,,2023-12-27T00:00:00
NPE_00034443,NPU_00023,2023-12-27,146.76,NPR,1.0,146.76,transport_public,transport_public,transport_public_merchant,esewa,False,,False,True,short,0,,2023-12-27T00:00:00
NPE_00034444,NPU_00024,2023-12-27,663.56,NPR,1.0,663.56,restaurants_cafes,restaurants_cafes,,cash,False,,False,False,short,8,,2023-12-27T00:00:00
NPE_00034445,NPU_00025,2023-12-27,3743.83,NPR,1.0,3743.83,clothing,clothing,clothing_merchant,bank_transfer,False,,False,False,clear,0,,2023-12-27T00:00:00
NPE_00034446,NPU_00027,2023-12-27,1667.7,NPR,1.0,1667.7,groceries,groceries,,cash,False,,False,True,clear,0,,2023-12-27T00:00:00
NPE_00034447,NPU_00027,2023-12-27,646.37,NPR,1.0,646.37,groceries,groceries,groceries_merchant,esewa,False,,False,True,short,0,,2023-12-27T00:00:00
NPE_00034448,NPU_00028,2023-12-27,1565.43,NPR,1.0,1565.43,miscellaneous,miscellaneous,miscellaneous_merchant,esewa,False,,False,False,short,8,,2023-12-27T00:00:00
NPE_00034449,NPU_00028,2023-12-27,204.04,NPR,1.0,204.04,transport_public,transport_public,transport_public_merchant,bank_transfer,False,,False,True,short,1,,2023-12-27T00:00:00
NPE_00034450,NPU_00029,2023-12-27,48.43,NPR,1.0,48.43,transport_public,transport_public,transport_public_merchant,cash,False,,False,True,wrong_category,168,,2023-12-27T00:00:00
NPE_00034451,NPU_00031,2023-12-27,1107.63,NPR,1.0,1107.63,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,esewa,False,,False,False,wrong_category,1,,2023-12-27T00:00:00
NPE_00034452,NPU_00033,2023-12-27,623.56,NPR,1.0,623.56,groceries,groceries,,khalti,False,,False,True,clear,0,,2023-12-27T00:00:00
NPE_00034453,NPU_00035,2023-12-27,542.16,NPR,1.0,542.16,entertainment,entertainment,,esewa,False,,False,False,short,8,,2023-12-27T00:00:00
NPE_00034454,NPU_00035,2023-12-27,868.23,NPR,1.0,868.23,fuel,fuel,fuel_merchant,khalti,False,,False,True,clear,3,,2023-12-27T00:00:00
NPE_00034455,NPU_00035,2023-12-27,44.83,NPR,1.0,44.83,transport_public,transport_public,,esewa,False,,False,True,wrong_category,1,,2023-12-27T00:00:00
NPE_00034456,NPU_00038,2023-12-27,102.61,NPR,1.0,102.61,transport_public,transport_public,transport_public_merchant,cash,False,,False,True,clear,0,,2023-12-27T00:00:00
NPE_00034457,NPU_00039,2023-12-27,3904.56,NPR,1.0,3904.56,entertainment,entertainment,entertainment_merchant,bank_transfer,False,,False,False,clear,72,,2023-12-27T00:00:00
NPE_00034458,NPU_00039,2023-12-27,1337.42,NPR,1.0,1337.42,fuel,fuel,,cash,False,,False,True,wrong_category,0,,2023-12-27T00:00:00
NPE_00034459,NPU_00039,2023-12-27,476.35,NPR,1.0,476.35,restaurants_cafes,restaurants_cafes,,bank_transfer,False,,False,False,short,1,,2023-12-27T00:00:00
NPE_00034460,NPU_00040,2023-12-27,2576.4,NPR,1.0,2576.4,clothing,clothing,,cash,False,,False,False,clear,1,,2023-12-27T00:00:00
NPE_00034461,NPU_00042,2023-12-27,179.21,NPR,1.0,179.21,transport_ride_hailing,transport_ride_hailing,,cash,False,,False,False,short,1,,2023-12-27T00:00:00
NPE_00034462,NPU_00043,2023-12-27,880.83,NPR,1.0,880.83,miscellaneous,miscellaneous,miscellaneous_merchant,cash,False,,False,False,clear,0,,2023-12-27T00:00:00
NPE_00034463,NPU_00046,2023-12-27,557.83,NPR,1.0,557.83,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,esewa,False,,False,False,short,0,,2023-12-27T00:00:00
NPE_00034464,NPU_00046,2023-12-27,884.93,NPR,1.0,884.93,transport_ride_hailing,transport_ride_hailing,transport_ride_hailing_merchant,cash,False,,False,False,clear,1,,2023-12-27T00:00:00
NPE_00034465,NPU_00048,2023-12-27,782.98,NPR,1.0,782.98,miscellaneous,miscellaneous,,debit_card,False,,False,False,clear,0,,2023-12-27T00:00:00
NPE_00034466,NPU_00049,2023-12-27,794.07,NPR,1.0,794.07,groceries,groceries,groceries_merchant,credit_card,False,,False,True,short,24,,2023-12-27T00:00:00
NPE_00034467,NPU_00050,2023-12-27,74.39,NPR,1.0,74.39,transport_public,transport_public,transport_public_merchant,khalti,False,,False,True,clear,1,,2023-12-27T00:00:00
NPE_00034468,NPU_00055,2023-12-27,1659.39,NPR,1.0,1659.39,entertainment,entertainment,entertainment_merchant,credit_card,False,,False,False,short,24,,2023-12-27T00:00:00
NPE_00034469,NPU_00055,2023-12-27,332.34,NPR,1.0,332.34,transport_ride_hailing,transport_ride_hailing,,esewa,False,,False,False,clear,0,,2023-12-27T00:00:00
NPE_00034470,NPU_00060,2023-12-27,145.14,NPR,1.0,145.14,transport_public,transport_public,transport_public_merchant,esewa,False,,False,True,short,3,,2023-12-27T00:00:00
NPE_00034471,NPU_00062,2023-12-27,98.77,NPR,1.0,98.77,transport_public,transport_public,,cash,False,,False,True,clear,3,,2023-12-27T00:00:00
NPE_00034472,NPU_00063,2023-12-27,980.34,NPR,1.0,980.34,entertainment,entertainment,,cash,False,,False,False,clear,0,,2023-12-27T00:00:00
NPE_00034473,NPU_00064,2023-12-27,1337.47,NPR,1.0,1337.47,groceries,groceries,groceries_merchant,esewa,False,,False,True,wrong_category,0,,2023-12-27T00:00:00
NPE_00034474,NPU_00064,2023-12-27,1086.36,NPR,1.0,1086.36,groceries,groceries,,debit_card,False,,False,True,clear,0,,2023-12-27T00:00:00
NPE_00034475,NPU_00067,2023-12-27,931.46,NPR,1.0,931.46,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,khalti,False,,False,False,short,0,,2023-12-27T00:00:00
NPE_00034476,NPU_00067,2023-12-27,734.51,NPR,1.0,734.51,entertainment,entertainment,,esewa,False,,False,False,clear,0,,2023-12-27T00:00:00
NPE_00034477,NPU_00068,2023-12-27,3595.77,NPR,1.0,3595.77,entertainment,entertainment,,debit_card,False,,False,False,clear,72,,2023-12-27T00:00:00
NPE_00034478,NPU_00069,2023-12-27,2735.43,NPR,1.0,2735.43,entertainment,entertainment,,esewa,False,,False,False,wrong_category,0,,2023-12-27T00:00:00
NPE_00034479,NPU_00070,2023-12-27,598.01,NPR,1.0,598.01,groceries,groceries,groceries_merchant,cash,False,,False,True,clear,0,,2023-12-27T00:00:00
NPE_00034480,NPU_00071,2023-12-27,5200.88,NPR,1.0,5200.88,travel,travel,travel_merchant,credit_card,False,,False,False,short,0,,2023-12-27T00:00:00
NPE_00034481,NPU_00073,2023-12-27,1138.28,NPR,1.0,1138.28,restaurants_cafes,restaurants_cafes,,cash,False,,False,False,clear,0,,2023-12-27T00:00:00
NPE_00034482,NPU_00073,2023-12-27,203.58,NPR,1.0,203.58,transport_public,transport_public,transport_public_merchant,esewa,False,,False,True,missing,1,,2023-12-27T00:00:00
NPE_00034483,NPU_00073,2023-12-27,5181.92,NPR,1.0,5181.92,clothing,clothing,clothing_merchant,khalti,False,,False,False,clear,8,,2023-12-27T00:00:00
NPE_00034484,NPU_00074,2023-12-27,1088.29,NPR,1.0,1088.29,internet_mobile,internet_mobile,internet_mobile_merchant,fonepay_qr,False,,False,True,short,1,,2023-12-27T00:00:00
NPE_00034485,NPU_00075,2023-12-27,941.15,NPR,1.0,941.15,groceries,groceries,groceries_merchant,cash,False,,False,True,short,0,,2023-12-27T00:00:00
NPE_00034486,NPU_00075,2023-12-27,4436.4,NPR,1.0,4436.4,fuel,fuel,,cash,False,,False,True,clear,0,,2023-12-27T00:00:00
NPE_00034487,NPU_00076,2023-12-27,3551.35,NPR,1.0,3551.35,entertainment,entertainment,,credit_card,False,,False,False,short,0,,2023-12-27T00:00:00
NPE_00034488,NPU_00076,2023-12-27,1034.64,NPR,1.0,1034.64,groceries,groceries,,cash,False,,False,True,wrong_category,0,,2023-12-27T00:00:00
NPE_00034489,NPU_00076,2023-12-27,646.27,NPR,1.0,646.27,groceries,groceries,groceries_merchant,khalti,False,,False,True,clear,0,,2023-12-27T00:00:00
NPE_00034490,NPU_00076,2023-12-27,734.96,NPR,1.0,734.96,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,cash,False,,False,False,clear,1,,2023-12-27T00:00:00
NPE_00034491,NPU_00077,2023-12-27,182.82,NPR,1.0,182.82,entertainment,entertainment,,esewa,False,,False,False,clear,72,,2023-12-27T00:00:00
NPE_00034492,NPU_00077,2023-12-27,536.22,NPR,1.0,536.22,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,esewa,False,,False,False,missing,1,,2023-12-27T00:00:00
NPE_00034493,NPU_00078,2023-12-27,400.75,NPR,1.0,400.75,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,cash,False,,False,False,wrong_category,0,,2023-12-27T00:00:00
NPE_00034494,NPU_00079,2023-12-27,1311.59,NPR,1.0,1311.59,fuel,fuel,,esewa,False,,False,True,clear,8,,2023-12-27T00:00:00
NPE_00034495,NPU_00079,2023-12-27,1907.09,NPR,1.0,1907.09,fuel,fuel,fuel_merchant,khalti,False,,False,True,short,0,,2023-12-27T00:00:00
NPE_00034496,NPU_00079,2023-12-27,1234.59,NPR,1.0,1234.59,groceries,groceries,,fonepay_qr,False,,False,True,short,24,,2023-12-27T00:00:00
NPE_00034497,NPU_00022,2023-12-27,4284.0,NPR,1.0,4284.0,groceries,groceries,group_groceries,fonepay_qr,True,NPG_00001,False,True,clear,0,,2023-12-27T00:00:00
NPE_00034498,NPU_00047,2023-12-27,5619.38,NPR,1.0,5619.38,entertainment,entertainment,group_entertainment,esewa,True,NPG_00006,False,False,clear,72,,2023-12-27T00:00:00
NPE_00034499,NPU_00012,2023-12-27,2240.81,NPR,1.0,2240.81,utilities,utilities,group_utilities,cash,True,NPG_00009,False,True,clear,0,,2023-12-27T00:00:00
NPE_00034500,NPU_00073,2023-12-27,2558.56,NPR,1.0,2558.56,groceries,groceries,group_groceries,khalti,True,NPG_00016,False,True,clear,3,,2023-12-27T00:00:00
NPE_00034501,NPU_00054,2023-12-27,20493.6,NPR,1.0,20493.6,festivals_gifts,festivals_gifts,group_festivals_gifts,esewa,True,NPG_00017,False,False,clear,3,,2023-12-27T00:00:00
NPE_00034502,NPU_00032,2023-12-27,7896.48,NPR,1.0,7896.48,groceries,groceries,group_groceries,fonepay_qr,True,NPG_00021,False,True,clear,72,,2023-12-27T00:00:00
NPE_00034503,NPU_00001,2023-12-27,1721.86,NPR,1.0,1721.86,entertainment,entertainment,group_entertainment,fonepay_qr,True,NPG_00023,False,False,clear,72,,2023-12-27T00:00:00
NPE_00034504,NPU_00058,2023-12-27,2628.84,NPR,1.0,2628.84,groceries,groceries,group_groceries,esewa,True,NPG_00028,False,True,clear,72,,2023-12-27T00:00:00
NPE_00034505,NPU_00058,2023-12-27,2064.46,NPR,1.0,2064.46,groceries,groceries,group_groceries,khalti,True,NPG_00029,False,True,clear,0,,2023-12-27T00:00:00
NPE_00034506,NPU_00010,2023-12-27,2650.21,NPR,1.0,2650.21,restaurants_cafes,restaurants_cafes,group_restaurants_cafes,cash,True,NPG_00030,False,False,clear,24,,2023-12-27T00:00:00
NPE_00034507,NPU_00001,2023-12-28,2097.28,NPR,1.0,2097.28,entertainment,entertainment,entertainment_merchant,debit_card,False,,False,False,missing,0,,2023-12-28T00:00:00
NPE_00034508,NPU_00001,2023-12-28,803.83,NPR,1.0,803.83,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,esewa,False,,False,False,clear,8,,2023-12-28T00:00:00
NPE_00034509,NPU_00001,2023-12-28,239.59,NPR,1.0,239.59,transport_public,transport_public,,cash,False,,False,True,clear,1,,2023-12-28T00:00:00
NPE_00034510,NPU_00001,2023-12-28,984.0,NPR,1.0,984.0,groceries,groceries,groceries_merchant,cash,False,,False,True,short,0,,2023-12-28T00:00:00
NPE_00034511,NPU_00001,2023-12-28,1638.53,NPR,1.0,1638.53,entertainment,entertainment,,debit_card,False,,False,False,clear,8,,2023-12-28T00:00:00
NPE_00034512,NPU_00004,2023-12-28,25.04,NPR,1.0,25.04,transport_public,transport_public,transport_public_merchant,cash,False,,False,True,clear,8,,2023-12-28T00:00:00
NPE_00034513,NPU_00004,2023-12-28,2376.89,NPR,1.0,2376.89,fuel,fuel,fuel_merchant,esewa,False,,False,True,clear,1,,2023-12-28T00:00:00
NPE_00034514,NPU_00004,2023-12-28,751.36,NPR,1.0,751.36,entertainment,entertainment,,cash,False,,False,False,clear,24,,2023-12-28T00:00:00
NPE_00034515,NPU_00005,2023-12-28,449.26,NPR,1.0,449.26,subscriptions,subscriptions,,cash,False,,False,False,short,0,,2023-12-28T00:00:00
NPE_00034516,NPU_00008,2023-12-28,2523.87,NPR,1.0,2523.87,fuel,fuel,fuel_merchant,cash,False,,False,True,clear,1,,2023-12-28T00:00:00
NPE_00034517,NPU_00009,2023-12-28,109.74,NPR,1.0,109.74,transport_public,transport_public,,cash,False,,False,True,short,24,,2023-12-28T00:00:00
NPE_00034518,NPU_00009,2023-12-28,133.95,NPR,1.0,133.95,transport_public,transport_public,,credit_card,False,,False,True,short,1,,2023-12-28T00:00:00
NPE_00034519,NPU_00011,2023-12-28,845.08,NPR,1.0,845.08,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,esewa,False,,False,False,short,0,,2023-12-28T00:00:00
NPE_00034520,NPU_00012,2023-12-28,2939.97,NPR,1.0,2939.97,entertainment,entertainment,,bank_transfer,False,,False,False,clear,1,,2023-12-28T00:00:00
NPE_00034521,NPU_00012,2023-12-28,3908.69,NPR,1.0,3908.69,entertainment,entertainment,entertainment_merchant,credit_card,False,,False,False,missing,24,,2023-12-28T00:00:00
NPE_00034522,NPU_00012,2023-12-28,1576.84,NPR,1.0,1576.84,restaurants_cafes,restaurants_cafes,,esewa,False,,False,False,clear,0,,2023-12-28T00:00:00
NPE_00034523,NPU_00013,2023-12-28,76.48,NPR,1.0,76.48,transport_public,transport_public,transport_public_merchant,cash,False,,False,True,clear,1,,2023-12-28T00:00:00
NPE_00034524,NPU_00015,2023-12-28,947.61,NPR,1.0,947.61,subscriptions,subscriptions,subscriptions_merchant,cash,False,,False,False,clear,0,,2023-12-28T00:00:00
NPE_00034525,NPU_00015,2023-12-28,1270.34,NPR,1.0,1270.34,restaurants_cafes,restaurants_cafes,,cash,False,,False,False,clear,0,,2023-12-28T00:00:00
