shared_expense_id,expense_id,group_id,paid_by_user_id,split_type,participant_count,settlement_status,days_to_settle
SHR_00023157,NPE_00023157,NPG_00004,NPU_00056,equal,8,settled,9
SHR_00023158,NPE_00023158,NPG_00016,NPU_00075,equal,4,settled,9
SHR_00023159,NPE_00023159,NPG_00017,NPU_00054,equal,7,settled,13
SHR_00023160,NPE_00023160,NPG_00030,NPU_00074,custom,8,settled,19
SHR_00023254,NPE_00023254,NPG_00002,NPU_00060,equal,8,settled,12
SHR_00023255,NPE_00023255,NPG_00007,NPU_00054,equal,10,settled,13
SHR_00023256,NPE_00023256,NPG_00009,NPU_00012,equal,2,settled,8
SHR_00023257,NPE_00023257,NPG_00013,NPU_00066,custom,3,settled,9
SHR_00023258,NPE_00023258,NPG_00014,NPU_00007,equal,4,settled,16
SHR_00023259,NPE_00023259,NPG_00020,NPU_00059,percentage,5,settled,13
SHR_00023260,NPE_00023260,NPG_00028,NPU_00050,equal,4,settled,11
SHR_00023261,NPE_00023261,NPG_00029,NPU_00058,equal,4,settled,8
SHR_00023384,NPE_00023384,NPG_00006,NPU_00029,equal,4,settled,11
SHR_00023385,NPE_00023385,NPG_00010,NPU_00041,equal,2,settled,10
SHR_00023386,NPE_00023386,NPG_00013,NPU_00003,custom,3,settled,9
SHR_00023387,NPE_00023387,NPG_00014,NPU_00067,equal,4,settled,10
SHR_00023388,NPE_00023388,NPG_00015,NPU_00065,equal,5,settled,15
SHR_00023389,NPE_00023389,NPG_00019,NPU_00038,percentage,3,settled,12
SHR_00023390,NPE_00023390,NPG_00020,NPU_00059,percentage,5,settled,9
SHR_00023391,NPE_00023391,NPG_00023,NPU_00040,equal,3,settled,8
SHR_00023392,NPE_00023392,NPG_00024,NPU_00078,equal,2,settled,12
SHR_00023393,NPE_00023393,NPG_00025,NPU_00080,equal,10,settled,13
SHR_00023394,NPE_00023394,NPG_00026,NPU_00051,equal,6,settled,6
SHR_00023395,NPE_00023395,NPG_00029,NPU_00047,equal,4,settled,3
SHR_00023473,NPE_00023473,NPG_00009,NPU_00012,equal,2,settled,1
SHR_00023474,NPE_00023474,NPG_00010,NPU_00019,equal,2,settled,12
SHR_00023475,NPE_00023475,NPG_00015,NPU_00047,equal,5,settled,7
SHR_00023476,NPE_00023476,NPG_00016,NPU_00047,equal,4,settled,15
SHR_00023477,NPE_00023477,NPG_00023,NPU_00001,equal,3,settled,18
SHR_00023478,NPE_00023478,NPG_00024,NPU_00058,equal,2,settled,12
SHR_00023479,NPE_00023479,NPG_00028,NPU_00050,equal,4,settled,9
SHR_00023596,NPE_00023596,NPG_00004,NPU_00058,equal,8,settled,11
SHR_00023597,NPE_00023597,NPG_00006,NPU_00047,equal,4,settled,21
SHR_00023598,NPE_00023598,NPG_00009,NPU_00028,equal,2,settled,3
SHR_00023599,NPE_00023599,NPG_00010,NPU_00041,equal,2,settled,18
SHR_00023600,NPE_00023600,NPG_00013,NPU_00066,custom,3,pending,24
SHR_00023601,NPE_00023601,NPG_00015,NPU_00054,equal,5,settled,13
SHR_00023602,NPE_00023602,NPG_00019,NPU_00059,percentage,3,settled,7
SHR_00023603,NPE_00023603,NPG_00021,NPU_00008,equal,7,settled,2
SHR_00023604,NPE_00023604,NPG_00024,NPU_00058,equal,2,settled,14
SHR_00023605,NPE_00023605,NPG_00026,NPU_00049,equal,6,settled,17
SHR_00023692,NPE_00023692,NPG_00001,NPU_00079,custom,3,settled,12
SHR_00023693,NPE_00023693,NPG_00010,NPU_00041,equal,2,settled,15
SHR_00023694,NPE_00023694,NPG_00017,NPU_00023,equal,7,settled,6
SHR_00023695,NPE_00023695,NPG_00019,NPU_00021,percentage,3,settled,6
SHR_00023696,NPE_00023696,NPG_00026,NPU_00051,equal,6,settled,16
SHR_00023697,NPE_00023697,NPG_00028,NPU_00027,equal,4,settled,17
SHR_00023698,NPE_00023698,NPG_00029,NPU_00058,equal,4,settled,14
SHR_00023768,NPE_00023768,NPG_00004,NPU_00001,equal,8,settled,9
SHR_00023769,NPE_00023769,NPG_00008,NPU_00060,equal,6,settled,5
SHR_00023770,NPE_00023770,NPG_00009,NPU_00012,equal,2,settled,8
SHR_00023771,NPE_00023771,NPG_00010,NPU_00041,equal,2,settled,10
SHR_00023772,NPE_00023772,NPG_00012,NPU_00020,equal,3,settled,17
SHR_00023773,NPE_00023773,NPG_00013,NPU_00066,custom,3,settled,14
SHR_00023774,NPE_00023774,NPG_00016,NPU_00035,equal,4,settled,14
SHR_00023775,NPE_00023775,NPG_00018,NPU_00029,custom,4,settled,11
SHR_00023776,NPE_00023776,NPG_00030,NPU_00063,custom,8,settled,18
SHR_00023920,NPE_00023920,NPG_00005,NPU_00066,equal,4,settled,12
SHR_00023921,NPE_00023921,NPG_00009,NPU_00028,equal,2,settled,8
SHR_00023922,NPE_00023922,NPG_00016,NPU_00047,equal,4,settled,0
SHR_00023923,NPE_00023923,NPG_00017,NPU_00052,equal,7,settled,12
SHR_00023924,NPE_00023924,NPG_00020,NPU_00059,percentage,5,settled,13
SHR_00023925,NPE_00023925,NPG_00027,NPU_00062,custom,3,settled,12
SHR_00023926,NPE_00023926,NPG_00028,NPU_00008,equal,4,settled,5
SHR_00024016,NPE_00024016,NPG_00003,NPU_00020,custom,3,settled,9
SHR_00024017,NPE_00024017,NPG_00005,NPU_00066,equal,4,settled,15
SHR_00024018,NPE_00024018,NPG_00008,NPU_00051,equal,6,settled,17
SHR_00024019,NPE_00024019,NPG_00009,NPU_00028,equal,2,settled,14
SHR_00024020,NPE_00024020,NPG_00010,NPU_00041,equal,2,settled,10
SHR_00024021,NPE_00024021,NPG_00014,NPU_00019,equal,4,settled,2
SHR_00024022,NPE_00024022,NPG_00018,NPU_00075,custom,4,settled,10
SHR_00024023,NPE_00024023,NPG_00019,NPU_00021,percentage,3,settled,10
SHR_00024024,NPE_00024024,NPG_00023,NPU_00040,equal,3,settled,12
SHR_00024025,NPE_00024025,NPG_00025,NPU_00022,equal,10,settled,11
SHR_00024026,NPE_00024026,NPG_00026,NPU_00049,equal,6,settled,11
SHR_00024027,NPE_00024027,NPG_00029,NPU_00053,equal,4,settled,11
SHR_00024124,NPE_00024124,NPG_00004,NPU_00056,equal,8,settled,20
SHR_00024125,NPE_00024125,NPG_00008,NPU_00017,equal,6,settled,9
SHR_00024126,NPE_00024126,NPG_00010,NPU_00019,equal,2,settled,0
SHR_00024127,NPE_00024127,NPG_00017,NPU_00023,equal,7,settled,2
SHR_00024128,NPE_00024128,NPG_00021,NPU_00068,equal,7,settled,21
SHR_00024129,NPE_00024129,NPG_00023,NPU_00040,equal,3,settled,9
SHR_00024130,NPE_00024130,NPG_00024,NPU_00078,equal,2,settled,9
SHR_00024131,NPE_00024131,NPG_00026,NPU_00051,equal,6,settled,12
SHR_00024202,NPE_00024202,NPG_00014,NPU_00019,equal,4,settled,12
SHR_00024203,NPE_00024203,NPG_00024,NPU_00078,equal,2,settled,5
SHR_00024204,NPE_00024204,NPG_00028,NPU_00008,equal,4,settled,14
SHR_00024331,NPE_00024331,NPG_00008,NPU_00069,equal,6,settled,7
SHR_00024332,NPE_00024332,NPG_00014,NPU_00028,equal,4,settled,4
SHR_00024333,NPE_00024333,NPG_00015,NPU_00054,equal,5,settled,10
SHR_00024334,NPE_00024334,NPG_00018,NPU_00002,custom,4,settled,12
SHR_00024335,NPE_00024335,NPG_00023,NPU_00001,equal,3,settled,17
SHR_00024410,NPE_00024410,NPG_00013,NPU_00066,custom,3,settled,14
SHR_00024411,NPE_00024411,NPG_00014,NPU_00007,equal,4,settled,3
SHR_00024412,NPE_00024412,NPG_00019,NPU_00038,percentage,3,settled,10
SHR_00024413,NPE_00024413,NPG_00021,NPU_00032,equal,7,settled,2
SHR_00024414,NPE_00024414,NPG_00023,NPU_00040,equal,3,settled,0
SHR_00024415,NPE_00024415,NPG_00026,NPU_00051,equal,6,settled,9
SHR_00024488,NPE_00024488,NPG_00002,NPU_00046,equal,8,settled,19
SHR_00024489,NPE_00024489,NPG_00015,NPU_00012,equal,5,settled,15
SHR_00024490,NPE_00024490,NPG_00016,NPU_00073,equal,4,settled,6
SHR_00024491,NPE_00024491,NPG_00021,NPU_00019,equal,7,settled,7
SHR_00024492,NPE_00024492,NPG_00030,NPU_00063,custom,8,settled,12
SHR_00024600,NPE_00024600,NPG_00001,NPU_00022,custom,3,settled,7
SHR_00024601,NPE_00024601,NPG_00020,NPU_00020,percentage,5,settled,6
SHR_00024602,NPE_00024602,NPG_00022,NPU_00049,equal,2,settled,9
SHR_00024603,NPE_00024603,NPG_00023,NPU_00040,equal,3,settled,6
SHR_00024604,NPE_00024604,NPG_00030,NPU_00063,custom,8,settled,15
SHR_00024692,NPE_00024692,NPG_00001,NPU_00079,custom,3,settled,3
SHR_00024693,NPE_00024693,NPG_00004,NPU_00056,equal,8,settled,5
SHR_00024694,NPE_00024694,NPG_00007,NPU_00067,equal,10,settled,18
SHR_00024695,NPE_00024695,NPG_00014,NPU_00028,equal,4,settled,2
SHR_00024696,NPE_00024696,NPG_00016,NPU_00073,equal,4,settled,8
SHR_00024697,NPE_00024697,NPG_00017,NPU_00023,equal,7,settled,13
SHR_00024698,NPE_00024698,NPG_00019,NPU_00021,percentage,3,settled,9
SHR_00024699,NPE_00024699,NPG_00020,NPU_00040,percentage,5,settled,11
SHR_00024791,NPE_00024791,NPG_00009,NPU_00012,equal,2,settled,3
SHR_00024792,NPE_00024792,NPG_00011,NPU_00059,equal,6,settled,3
SHR_00024793,NPE_00024793,NPG_00015,NPU_00071,equal,5,settled,16
SHR_00024794,NPE_00024794,NPG_00016,NPU_00075,equal,4,settled,9
SHR_00024927,NPE_00024927,NPG_00007,NPU_00004,equal,10,settled,9
SHR_00024928,NPE_00024928,NPG_00012,NPU_00070,equal,3,settled,5
SHR_00024929,NPE_00024929,NPG_00014,NPU_00028,equal,4,settled,6
SHR_00024930,NPE_00024930,NPG_00016,NPU_00047,equal,4,settled,0
SHR_00024931,NPE_00024931,NPG_00017,NPU_00071,equal,7,settled,8
SHR_00024932,NPE_00024932,NPG_00021,NPU_00019,equal,7,settled,6
SHR_00024933,NPE_00024933,NPG_00023,NPU_00058,equal,3,settled,6
SHR_00024934,NPE_00024934,NPG_00024,NPU_00078,equal,2,settled,5
SHR_00024935,NPE_00024935,NPG_00025,NPU_00061,equal,10,settled,10
SHR_00024936,NPE_00024936,NPG_00026,NPU_00047,equal,6,settled,7
SHR_00025001,NPE_00025001,NPG_00006,NPU_00054,equal,4,settled,2
SHR_00025002,NPE_00025002,NPG_00009,NPU_00012,equal,2,settled,3
SHR_00025003,NPE_00025003,NPG_00010,NPU_00019,equal,2,settled,3
SHR_00025004,NPE_00025004,NPG_00013,NPU_00003,custom,3,settled,18
SHR_00025005,NPE_00025005,NPG_00015,NPU_00065,equal,5,settled,5
SHR_00025006,NPE_00025006,NPG_00016,NPU_00035,equal,4,settled,8
SHR_00025007,NPE_00025007,NPG_00025,NPU_00018,equal,10,settled,6
SHR_00025008,NPE_00025008,NPG_00029,NPU_00047,equal,4,settled,16
SHR_00025086,NPE_00025086,NPG_00005,NPU_00066,equal,4,settled,8
SHR_00025087,NPE_00025087,NPG_00010,NPU_00019,equal,2,settled,4
SHR_00025088,NPE_00025088,NPG_00013,NPU_00066,custom,3,settled,9
SHR_00025089,NPE_00025089,NPG_00023,NPU_00001,equal,3,settled,14
SHR_00025090,NPE_00025090,NPG_00030,NPU_00028,custom,8,settled,10
SHR_00025161,NPE_00025161,NPG_00010,NPU_00019,equal,2,settled,0
SHR_00025162,NPE_00025162,NPG_00016,NPU_00075,equal,4,settled,0
SHR_00025163,NPE_00025163,NPG_00026,NPU_00052,equal,6,settled,9
SHR_00025164,NPE_00025164,NPG_00028,NPU_00050,equal,4,settled,6
SHR_00025165,NPE_00025165,NPG_00029,NPU_00053,equal,4,settled,16
SHR_00025239,NPE_00025239,NPG_00005,NPU_00013,equal,4,settled,18
SHR_00025240,NPE_00025240,NPG_00013,NPU_00003,custom,3,settled,10
SHR_00025241,NPE_00025241,NPG_00015,NPU_00065,equal,5,settled,11
SHR_00025242,NPE_00025242,NPG_00016,NPU_00075,equal,4,settled,9
SHR_00025243,NPE_00025243,NPG_00020,NPU_00040,percentage,5,settled,12
SHR_00025244,NPE_00025244,NPG_00022,NPU_00049,equal,2,settled,12
SHR_00025245,NPE_00025245,NPG_00025,NPU_00020,equal,10,settled,11
SHR_00025344,NPE_00025344,NPG_00001,NPU_00079,custom,3,settled,9
SHR_00025345,NPE_00025345,NPG_00006,NPU_00047,equal,4,settled,13
SHR_00025346,NPE_00025346,NPG_00007,NPU_00004,equal,10,settled,6
SHR_00025347,NPE_00025347,NPG_00009,NPU_00028,equal,2,settled,6
SHR_00025348,NPE_00025348,NPG_00010,NPU_00019,equal,2,settled,0
SHR_00025349,NPE_00025349,NPG_00028,NPU_00008,equal,4,settled,7
SHR_00025452,NPE_00025452,NPG_00001,NPU_00056,custom,3,settled,8
SHR_00025453,NPE_00025453,NPG_00021,NPU_00007,equal,7,settled,4
SHR_00025530,NPE_00025530,NPG_00002,NPU_00046,equal,8,settled,13
SHR_00025531,NPE_00025531,NPG_00008,NPU_00069,equal,6,settled,0
SHR_00025532,NPE_00025532,NPG_00013,NPU_00003,custom,3,settled,18
SHR_00025533,NPE_00025533,NPG_00015,NPU_00047,equal,5,settled,9
SHR_00025534,NPE_00025534,NPG_00024,NPU_00078,equal,2,settled,10
SHR_00025607,NPE_00025607,NPG_00010,NPU_00019,equal,2,settled,7
SHR_00025608,NPE_00025608,NPG_00013,NPU_00077,custom,3,settled,8
SHR_00025609,NPE_00025609,NPG_00015,NPU_00065,equal,5,settled,8
SHR_00025610,NPE_00025610,NPG_00021,NPU_00007,equal,7,settled,5
SHR_00025611,NPE_00025611,NPG_00023,NPU_00058,equal,3,settled,9
SHR_00025612,NPE_00025612,NPG_00028,NPU_00027,equal,4,settled,3
SHR_00025694,NPE_00025694,NPG_00004,NPU_00075,equal,8,settled,11
SHR_00025695,NPE_00025695,NPG_00007,NPU_00003,equal,10,settled,9
SHR_00025696,NPE_00025696,NPG_00008,NPU_00069,equal,6,settled,15
SHR_00025697,NPE_00025697,NPG_00010,NPU_00019,equal,2,settled,1
SHR_00025698,NPE_00025698,NPG_00015,NPU_00071,equal,5,settled,3
SHR_00025699,NPE_00025699,NPG_00026,NPU_00051,equal,6,settled,5
SHR_00025778,NPE_00025778,NPG_00001,NPU_00056,custom,3,settled,9
SHR_00025779,NPE_00025779,NPG_00015,NPU_00065,equal,5,settled,0
SHR_00025780,NPE_00025780,NPG_00024,NPU_00078,equal,2,settled,6
SHR_00025781,NPE_00025781,NPG_00028,NPU_00058,equal,4,settled,8
SHR_00025856,NPE_00025856,NPG_00017,NPU_00067,equal,7,settled,8
SHR_00025857,NPE_00025857,NPG_00018,NPU_00029,custom,4,settled,12
SHR_00025858,NPE_00025858,NPG_00019,NPU_00038,percentage,3,settled,11
SHR_00025859,NPE_00025859,NPG_00024,NPU_00058,equal,2,settled,8
SHR_00025860,NPE_00025860,NPG_00025,NPU_00020,equal,10,settled,14
SHR_00025861,NPE_00025861,NPG_00028,NPU_00027,equal,4,settled,15
SHR_00025948,NPE_00025948,NPG_00004,NPU_00075,equal,8,settled,12
SHR_00025949,NPE_00025949,NPG_00006,NPU_00047,equal,4,settled,7
SHR_00025950,NPE_00025950,NPG_00010,NPU_00019,equal,2,settled,6
SHR_00025951,NPE_00025951,NPG_00014,NPU_00028,equal,4,settled,12
SHR_00025952,NPE_00025952,NPG_00015,NPU_00054,equal,5,settled,4
SHR_00025953,NPE_00025953,NPG_00022,NPU_00009,equal,2,settled,21
SHR_00025954,NPE_00025954,NPG_00025,NPU_00002,equal,10,settled,10
SHR_00026096,NPE_00026096,NPG_00004,NPU_00056,equal,8,settled,16
SHR_00026097,NPE_00026097,NPG_00006,NPU_00019,equal,4,settled,11
SHR_00026098,NPE_00026098,NPG_00009,NPU_00012,equal,2,settled,11
SHR_00026099,NPE_00026099,NPG_00010,NPU_00041,equal,2,settled,9
SHR_00026100,NPE_00026100,NPG_00015,NPU_00047,equal,5,settled,7
SHR_00026101,NPE_00026101,NPG_00018,NPU_00029,custom,4,settled,11
SHR_00026102,NPE_00026102,NPG_00019,NPU_00059,percentage,3,settled,14
SHR_00026103,NPE_00026103,NPG_00021,NPU_00080,equal,7,settled,16
SHR_00026104,NPE_00026104,NPG_00023,NPU_00001,equal,3,settled,12
SHR_00026105,NPE_00026105,NPG_00024,NPU_00058,equal,2,settled,5
SHR_00026106,NPE_00026106,NPG_00025,NPU_00002,equal,10,settled,19
SHR_00026107,NPE_00026107,NPG_00028,NPU_00027,equal,4,settled,12
SHR_00026108,NPE_00026108,NPG_00030,NPU_00074,custom,8,settled,19
SHR_00026188,NPE_00026188,NPG_00003,NPU_00034,custom,3,settled,16
SHR_00026189,NPE_00026189,NPG_00010,NPU_00019,equal,2,settled,4
SHR_00026190,NPE_00026190,NPG_00013,NPU_00003,custom,3,settled,6
SHR_00026191,NPE_00026191,NPG_00014,NPU_00028,equal,4,settled,9
SHR_00026192,NPE_00026192,NPG_00016,NPU_00075,equal,4,settled,8
SHR_00026193,NPE_00026193,NPG_00019,NPU_00021,percentage,3,settled,14
SHR_00026194,NPE_00026194,NPG_00021,NPU_00021,equal,7,settled,10
SHR_00026291,NPE_00026291,NPG_00005,NPU_00026,equal,4,settled,13
SHR_00026292,NPE_00026292,NPG_00007,NPU_00071,equal,10,settled,19
SHR_00026293,NPE_00026293,NPG_00008,NPU_00017,equal,6,settled,13
SHR_00026294,NPE_00026294,NPG_00012,NPU_00020,equal,3,settled,9
SHR_00026295,NPE_00026295,NPG_00024,NPU_00078,equal,2,settled,9
SHR_00026296,NPE_00026296,NPG_00025,NPU_00044,equal,10,settled,13
SHR_00026297,NPE_00026297,NPG_00026,NPU_00052,equal,6,settled,16
SHR_00026298,NPE_00026298,NPG_00027,NPU_00031,custom,3,pending,27
SHR_00026299,NPE_00026299,NPG_00028,NPU_00027,equal,4,settled,18
SHR_00026300,NPE_00026300,NPG_00030,NPU_00043,custom,8,settled,6
SHR_00026381,NPE_00026381,NPG_00004,NPU_00058,equal,8,settled,13
SHR_00026382,NPE_00026382,NPG_00005,NPU_00013,equal,4,settled,18
SHR_00026383,NPE_00026383,NPG_00006,NPU_00029,equal,4,settled,11
SHR_00026384,NPE_00026384,NPG_00007,NPU_00072,equal,10,settled,19
SHR_00026385,NPE_00026385,NPG_00008,NPU_00051,equal,6,settled,5
SHR_00026386,NPE_00026386,NPG_00009,NPU_00028,equal,2,settled,9
SHR_00026387,NPE_00026387,NPG_00010,NPU_00019,equal,2,settled,14
SHR_00026388,NPE_00026388,NPG_00014,NPU_00067,equal,4,settled,9
SHR_00026389,NPE_00026389,NPG_00016,NPU_00035,equal,4,settled,7
SHR_00026390,NPE_00026390,NPG_00017,NPU_00042,equal,7,settled,18
SHR_00026391,NPE_00026391,NPG_00019,NPU_00038,percentage,3,pending,23
SHR_00026392,NPE_00026392,NPG_00021,NPU_00007,equal,7,settled,18
SHR_00026393,NPE_00026393,NPG_00028,NPU_00050,equal,4,settled,10
SHR_00026500,NPE_00026500,NPG_00004,NPU_00001,equal,8,settled,12
SHR_00026501,NPE_00026501,NPG_00015,NPU_00071,equal,5,settled,11
SHR_00026502,NPE_00026502,NPG_00019,NPU_00059,percentage,3,settled,7
SHR_00026503,NPE_00026503,NPG_00021,NPU_00068,equal,7,settled,9
SHR_00026504,NPE_00026504,NPG_00025,NPU_00022,equal,10,settled,10
SHR_00026505,NPE_00026505,NPG_00026,NPU_00051,equal,6,settled,16
SHR_00026506,NPE_00026506,NPG_00030,NPU_00043,custom,8,settled,11
SHR_00026577,NPE_00026577,NPG_00002,NPU_00072,equal,8,settled,18
SHR_00026578,NPE_00026578,NPG_00004,NPU_00075,equal,8,settled,11
SHR_00026579,NPE_00026579,NPG_00008,NPU_00055,equal,6,settled,8
SHR_00026580,NPE_00026580,NPG_00010,NPU_00041,equal,2,settled,8
SHR_00026581,NPE_00026581,NPG_00013,NPU_00066,custom,3,settled,12
SHR_00026582,NPE_00026582,NPG_00019,NPU_00021,percentage,3,settled,7
SHR_00026583,NPE_00026583,NPG_00020,NPU_00059,percentage,5,settled,16
SHR_00026584,NPE_00026584,NPG_00023,NPU_00040,equal,3,settled,16
SHR_00026585,NPE_00026585,NPG_00027,NPU_00062,custom,3,settled,17
SHR_00026586,NPE_00026586,NPG_00028,NPU_00050,equal,4,settled,1
SHR_00026587,NPE_00026587,NPG_00030,NPU_00060,custom,8,settled,14
SHR_00026684,NPE_00026684,NPG_00004,NPU_00071,equal,8,settled,14
SHR_00026685,NPE_00026685,NPG_00006,NPU_00019,equal,4,settled,14
SHR_00026686,NPE_00026686,NPG_00009,NPU_00012,equal,2,settled,10
SHR_00026687,NPE_00026687,NPG_00010,NPU_00019,equal,2,settled,9
SHR_00026688,NPE_00026688,NPG_00013,NPU_00003,custom,3,settled,8
SHR_00026689,NPE_00026689,NPG_00014,NPU_00067,equal,4,settled,3
SHR_00026690,NPE_00026690,NPG_00019,NPU_00038,percentage,3,settled,16
SHR_00026691,NPE_00026691,NPG_00020,NPU_00052,percentage,5,settled,15
SHR_00026692,NPE_00026692,NPG_00023,NPU_00001,equal,3,settled,9
SHR_00026693,NPE_00026693,NPG_00024,NPU_00058,equal,2,settled,9
SHR_00026694,NPE_00026694,NPG_00026,NPU_00049,equal,6,settled,12
SHR_00026695,NPE_00026695,NPG_00028,NPU_00050,equal,4,settled,7
SHR_00026696,NPE_00026696,NPG_00030,NPU_00074,custom,8,settled,14
SHR_00026858,NPE_00026858,NPG_00001,NPU_00079,custom,3,settled,7
SHR_00026859,NPE_00026859,NPG_00002,NPU_00005,equal,8,settled,14
SHR_00026860,NPE_00026860,NPG_00011,NPU_00004,equal,6,settled,8
SHR_00026861,NPE_00026861,NPG_00015,NPU_00071,equal,5,settled,17
SHR_00026862,NPE_00026862,NPG_00019,NPU_00021,percentage,3,settled,6
SHR_00026863,NPE_00026863,NPG_00020,NPU_00020,percentage,5,settled,0
SHR_00026864,NPE_00026864,NPG_00021,NPU_00032,equal,7,settled,5
SHR_00026865,NPE_00026865,NPG_00023,NPU_00058,equal,3,settled,9
SHR_00026866,NPE_00026866,NPG_00024,NPU_00078,equal,2,settled,10
SHR_00026867,NPE_00026867,NPG_00027,NPU_00005,custom,3,settled,9
SHR_00026868,NPE_00026868,NPG_00028,NPU_00058,equal,4,settled,17
SHR_00026869,NPE_00026869,NPG_00030,NPU_00074,custom,8,settled,14
SHR_00026928,NPE_00026928,NPG_00002,NPU_00060,equal,8,settled,12
SHR_00026929,NPE_00026929,NPG_00003,NPU_00020,custom,3,settled,13
SHR_00026930,NPE_00026930,NPG_00006,NPU_00047,equal,4,settled,10
SHR_00026931,NPE_00026931,NPG_00009,NPU_00012,equal,2,settled,5
SHR_00026932,NPE_00026932,NPG_00013,NPU_00066,custom,3,settled,14
SHR_00026933,NPE_00026933,NPG_00014,NPU_00067,equal,4,settled,9
SHR_00026934,NPE_00026934,NPG_00021,NPU_00021,equal,7,settled,11
SHR_00026935,NPE_00026935,NPG_00025,NPU_00080,equal,10,settled,9
SHR_00026936,NPE_00026936,NPG_00030,NPU_00021,custom,8,settled,20
SHR_00027019,NPE_00027019,NPG_00010,NPU_00019,equal,2,settled,9
SHR_00027020,NPE_00027020,NPG_00015,NPU_00065,equal,5,settled,10
SHR_00027021,NPE_00027021,NPG_00016,NPU_00075,equal,4,settled,14
SHR_00027022,NPE_00027022,NPG_00024,NPU_00078,equal,2,settled,18
SHR_00027023,NPE_00027023,NPG_00029,NPU_00024,equal,4,settled,17
SHR_00027109,NPE_00027109,NPG_00004,NPU_00075,equal,8,settled,16
SHR_00027110,NPE_00027110,NPG_00005,NPU_00026,equal,4,settled,20
SHR_00027111,NPE_00027111,NPG_00008,NPU_00069,equal,6,settled,8
SHR_00027112,NPE_00027112,NPG_00010,NPU_00019,equal,2,settled,3
SHR_00027113,NPE_00027113,NPG_00019,NPU_00021,percentage,3,settled,11
SHR_00027114,NPE_00027114,NPG_00020,NPU_00020,percentage,5,settled,12
SHR_00027115,NPE_00027115,NPG_00025,NPU_00080,equal,10,settled,10
SHR_00027116,NPE_00027116,NPG_00026,NPU_00052,equal,6,settled,12
SHR_00027117,NPE_00027117,NPG_00028,NPU_00050,equal,4,settled,17
SHR_00027118,NPE_00027118,NPG_00029,NPU_00053,equal,4,settled,12
SHR_00027259,NPE_00027259,NPG_00002,NPU_00054,equal,8,settled,10
SHR_00027260,NPE_00027260,NPG_00005,NPU_00066,equal,4,settled,8
SHR_00027261,NPE_00027261,NPG_00014,NPU_00067,equal,4,settled,13
SHR_00027262,NPE_00027262,NPG_00016,NPU_00047,equal,4,settled,17
SHR_00027263,NPE_00027263,NPG_00019,NPU_00021,percentage,3,pending,23
SHR_00027264,NPE_00027264,NPG_00021,NPU_00068,equal,7,settled,8
SHR_00027265,NPE_00027265,NPG_00029,NPU_00053,equal,4,settled,13
SHR_00027266,NPE_00027266,NPG_00030,NPU_00028,custom,8,settled,14
SHR_00027328,NPE_00027328,NPG_00007,NPU_00067,equal,10,settled,10
SHR_00027329,NPE_00027329,NPG_00009,NPU_00012,equal,2,settled,8
SHR_00027330,NPE_00027330,NPG_00013,NPU_00077,custom,3,settled,8
SHR_00027331,NPE_00027331,NPG_00019,NPU_00038,percentage,3,pending,25
SHR_00027332,NPE_00027332,NPG_00028,NPU_00027,equal,4,settled,7
SHR_00027415,NPE_00027415,NPG_00006,NPU_00054,equal,4,settled,10
SHR_00027416,NPE_00027416,NPG_00008,NPU_00069,equal,6,settled,1
SHR_00027417,NPE_00027417,NPG_00009,NPU_00012,equal,2,settled,12
SHR_00027418,NPE_00027418,NPG_00014,NPU_00067,equal,4,settled,9
SHR_00027419,NPE_00027419,NPG_00015,NPU_00054,equal,5,settled,12
SHR_00027420,NPE_00027420,NPG_00016,NPU_00075,equal,4,settled,16
SHR_00027421,NPE_00027421,NPG_00017,NPU_00067,equal,7,settled,9
SHR_00027422,NPE_00027422,NPG_00022,NPU_00049,equal,2,settled,12
SHR_00027423,NPE_00027423,NPG_00023,NPU_00058,equal,3,settled,12
SHR_00027424,NPE_00027424,NPG_00029,NPU_00058,equal,4,settled,3
SHR_00027543,NPE_00027543,NPG_00009,NPU_00028,equal,2,settled,10
SHR_00027544,NPE_00027544,NPG_00017,NPU_00067,equal,7,settled,2
SHR_00027545,NPE_00027545,NPG_00019,NPU_00038,percentage,3,settled,19
SHR_00027546,NPE_00027546,NPG_00023,NPU_00058,equal,3,settled,10
SHR_00027547,NPE_00027547,NPG_00028,NPU_00058,equal,4,settled,7
SHR_00027618,NPE_00027618,NPG_00003,NPU_00034,custom,3,settled,11
SHR_00027619,NPE_00027619,NPG_00004,NPU_00071,equal,8,settled,15
SHR_00027620,NPE_00027620,NPG_00008,NPU_00055,equal,6,settled,3
SHR_00027621,NPE_00027621,NPG_00009,NPU_00028,equal,2,settled,11
SHR_00027622,NPE_00027622,NPG_00023,NPU_00040,equal,3,settled,6
SHR_00027623,NPE_00027623,NPG_00027,NPU_00031,custom,3,settled,10
SHR_00027696,NPE_00027696,NPG_00005,NPU_00046,equal,4,settled,9
SHR_00027697,NPE_00027697,NPG_00007,NPU_00067,equal,10,settled,15
SHR_00027698,NPE_00027698,NPG_00008,NPU_00060,equal,6,settled,15
SHR_00027699,NPE_00027699,NPG_00009,NPU_00012,equal,2,pending,22
SHR_00027700,NPE_00027700,NPG_00019,NPU_00038,percentage,3,settled,15
SHR_00027701,NPE_00027701,NPG_00023,NPU_00001,equal,3,settled,11
SHR_00027702,NPE_00027702,NPG_00024,NPU_00058,equal,2,settled,1
