membership_id,group_id,user_id,joined_date,role
MEM_NPG_00067_NPU_00259,NPG_00067,NPU_00259,2023-01-01,member
MEM_NPG_00067_NPU_00112,NPG_00067,NPU_00112,2023-01-01,member
MEM_NPG_00067_NPU_00110,NPG_00067,NPU_00110,2023-01-01,member
MEM_NPG_00067_NPU_00111,NPG_00067,NPU_00111,2023-01-01,member
MEM_NPG_00067_NPU_00015,NPG_00067,NPU_00015,2023-01-01,member
MEM_NPG_00067_NPU_00162,NPG_00067,NPU_00162,2023-01-01,member
MEM_NPG_00068_NPU_00149,NPG_00068,NPU_00149,2023-01-01,member
MEM_NPG_00068_NPU_00057,NPG_00068,NPU_00057,2023-01-01,member
MEM_NPG_00068_NPU_00003,NPG_00068,NPU_00003,2023-01-01,member
MEM_NPG_00068_NPU_00104,NPG_00068,NPU_00104,2023-01-01,member
MEM_NPG_00068_NPU_00298,NPG_00068,NPU_00298,2023-01-01,member
MEM_NPG_00068_NPU_00027,NPG_00068,NPU_00027,2023-01-01,member
MEM_NPG_00068_NPU_00006,NPG_00068,NPU_00006,2023-01-01,member
MEM_NPG_00069_NPU_00149,NPG_00069,NPU_00149,2023-01-01,member
MEM_NPG_00069_NPU_00172,NPG_00069,NPU_00172,2023-01-01,member
MEM_NPG_00069_NPU_00003,NPG_00069,NPU_00003,2023-01-01,member
MEM_NPG_00070_NPU_00136,NPG_00070,NPU_00136,2023-01-01,member
MEM_NPG_00070_NPU_00009,NPG_00070,NPU_00009,2023-01-01,member
MEM_NPG_00070_NPU_00115,NPG_00070,NPU_00115,2023-01-01,member
MEM_NPG_00070_NPU_00200,NPG_00070,NPU_00200,2023-01-01,member
MEM_NPG_00071_NPU_00010,NPG_00071,NPU_00010,2023-01-01,member
MEM_NPG_00071_NPU_00170,NPG_00071,NPU_00170,2023-01-01,member
MEM_NPG_00071_NPU_00224,NPG_00071,NPU_00224,2023-01-01,member
MEM_NPG_00071_NPU_00219,NPG_00071,NPU_00219,2023-01-01,member
MEM_NPG_00071_NPU_00231,NPG_00071,NPU_00231,2023-01-01,member
MEM_NPG_00071_NPU_00148,NPG_00071,NPU_00148,2023-01-01,member
MEM_NPG_00072_NPU_00019,NPG_00072,NPU_00019,2023-01-01,member
MEM_NPG_00072_NPU_00225,NPG_00072,NPU_00225,2023-01-01,member
MEM_NPG_00072_NPU_00127,NPG_00072,NPU_00127,2023-01-01,member
MEM_NPG_00072_NPU_00140,NPG_00072,NPU_00140,2023-01-01,member
MEM_NPG_00072_NPU_00237,NPG_00072,NPU_00237,2023-01-01,member
MEM_NPG_00072_NPU_00283,NPG_00072,NPU_00283,2023-01-01,member
MEM_NPG_00072_NPU_00191,NPG_00072,NPU_00191,2023-01-01,member
MEM_NPG_00072_NPU_00025,NPG_00072,NPU_00025,2023-01-01,member
MEM_NPG_00073_NPU_00048,NPG_00073,NPU_00048,2023-01-01,member
MEM_NPG_00073_NPU_00105,NPG_00073,NPU_00105,2023-01-01,member
MEM_NPG_00073_NPU_00073,NPG_00073,NPU_00073,2023-01-01,member
MEM_NPG_00073_NPU_00187,NPG_00073,NPU_00187,2023-01-01,member
MEM_NPG_00073_NPU_00087,NPG_00073,NPU_00087,2023-01-01,member
MEM_NPG_00073_NPU_00178,NPG_00073,NPU_00178,2023-01-01,member
MEM_NPG_00073_NPU_00276,NPG_00073,NPU_00276,2023-01-01,member
MEM_NPG_00074_NPU_00110,NPG_00074,NPU_00110,2023-01-01,member
MEM_NPG_00074_NPU_00212,NPG_00074,NPU_00212,2023-01-01,member
MEM_NPG_00074_NPU_00235,NPG_00074,NPU_00235,2023-01-01,member
MEM_NPG_00074_NPU_00170,NPG_00074,NPU_00170,2023-01-01,member
MEM_NPG_00074_NPU_00271,NPG_00074,NPU_00271,2023-01-01,member
MEM_NPG_00074_NPU_00010,NPG_00074,NPU_00010,2023-01-01,member
MEM_NPG_00074_NPU_00216,NPG_00074,NPU_00216,2023-01-01,member
MEM_NPG_00075_NPU_00112,NPG_00075,NPU_00112,2023-01-01,member
MEM_NPG_00075_NPU_00259,NPG_00075,NPU_00259,2023-01-01,member
MEM_NPG_00075_NPU_00238,NPG_00075,NPU_00238,2023-01-01,member
MEM_NPG_00075_NPU_00132,NPG_00075,NPU_00132,2023-01-01,member
MEM_NPG_00075_NPU_00270,NPG_00075,NPU_00270,2023-01-01,member
MEM_NPG_00075_NPU_00117,NPG_00075,NPU_00117,2023-01-01,member
MEM_NPG_00075_NPU_00042,NPG_00075,NPU_00042,2023-01-01,member
MEM_NPG_00075_NPU_00075,NPG_00075,NPU_00075,2023-01-01,member
MEM_NPG_00075_NPU_00232,NPG_00075,NPU_00232,2023-01-01,member
MEM_NPG_00075_NPU_00179,NPG_00075,NPU_00179,2023-01-01,member
MEM_NPG_00076_NPU_00193,NPG_00076,NPU_00193,2023-01-01,member
MEM_NPG_00076_NPU_00151,NPG_00076,NPU_00151,2023-01-01,member
MEM_NPG_00076_NPU_00234,NPG_00076,NPU_00234,2023-01-01,member
MEM_NPG_00076_NPU_00146,NPG_00076,NPU_00146,2023-01-01,member
MEM_NPG_00077_NPU_00117,NPG_00077,NPU_00117,2023-01-01,member
MEM_NPG_00077_NPU_00263,NPG_00077,NPU_00263,2023-01-01,member
MEM_NPG_00077_NPU_00050,NPG_00077,NPU_00050,2023-01-01,member
MEM_NPG_00077_NPU_00290,NPG_00077,NPU_00290,2023-01-01,member
MEM_NPG_00077_NPU_00006,NPG_00077,NPU_00006,2023-01-01,member
MEM_NPG_00077_NPU_00216,NPG_00077,NPU_00216,2023-01-01,member
MEM_NPG_00077_NPU_00203,NPG_00077,NPU_00203,2023-01-01,member
MEM_NPG_00078_NPU_00285,NPG_00078,NPU_00285,2023-01-01,member
MEM_NPG_00078_NPU_00298,NPG_00078,NPU_00298,2023-01-01,member
MEM_NPG_00078_NPU_00157,NPG_00078,NPU_00157,2023-01-01,member
MEM_NPG_00079_NPU_00047,NPG_00079,NPU_00047,2023-01-01,member
MEM_NPG_00079_NPU_00251,NPG_00079,NPU_00251,2023-01-01,member
MEM_NPG_00079_NPU_00150,NPG_00079,NPU_00150,2023-01-01,member
MEM_NPG_00079_NPU_00238,NPG_00079,NPU_00238,2023-01-01,member
MEM_NPG_00080_NPU_00262,NPG_00080,NPU_00262,2023-01-01,member
MEM_NPG_00080_NPU_00234,NPG_00080,NPU_00234,2023-01-01,member
MEM_NPG_00080_NPU_00121,NPG_00080,NPU_00121,2023-01-01,member
MEM_NPG_00080_NPU_00046,NPG_00080,NPU_00046,2023-01-01,member
MEM_NPG_00081_NPU_00215,NPG_00081,NPU_00215,2023-01-01,member
MEM_NPG_00081_NPU_00036,NPG_00081,NPU_00036,2023-01-01,member
MEM_NPG_00082_NPU_00141,NPG_00082,NPU_00141,2023-01-01,member
MEM_NPG_00082_NPU_00096,NPG_00082,NPU_00096,2023-01-01,member
MEM_NPG_00082_NPU_00198,NPG_00082,NPU_00198,2023-01-01,member
MEM_NPG_00082_NPU_00267,NPG_00082,NPU_00267,2023-01-01,member
MEM_NPG_00082_NPU_00235,NPG_00082,NPU_00235,2023-01-01,member
MEM_NPG_00082_NPU_00187,NPG_00082,NPU_00187,2023-01-01,member
MEM_NPG_00082_NPU_00211,NPG_00082,NPU_00211,2023-01-01,member
MEM_NPG_00083_NPU_00291,NPG_00083,NPU_00291,2023-01-01,member
MEM_NPG_00083_NPU_00001,NPG_00083,NPU_00001,2023-01-01,member
MEM_NPG_00083_NPU_00240,NPG_00083,NPU_00240,2023-01-01,member
MEM_NPG_00083_NPU_00010,NPG_00083,NPU_00010,2023-01-01,member
MEM_NPG_00084_NPU_00001,NPG_00084,NPU_00001,2023-01-01,member
MEM_NPG_00084_NPU_00128,NPG_00084,NPU_00128,2023-01-01,member
MEM_NPG_00084_NPU_00142,NPG_00084,NPU_00142,2023-01-01,member
MEM_NPG_00084_NPU_00254,NPG_00084,NPU_00254,2023-01-01,member
MEM_NPG_00084_NPU_00246,NPG_00084,NPU_00246,2023-01-01,member
MEM_NPG_00084_NPU_00083,NPG_00084,NPU_00083,2023-01-01,member
MEM_NPG_00084_NPU_00062,NPG_00084,NPU_00062,2023-01-01,member
MEM_NPG_00084_NPU_00190,NPG_00084,NPU_00190,2023-01-01,member
MEM_NPG_00085_NPU_00194,NPG_00085,NPU_00194,2023-01-01,member
MEM_NPG_00085_NPU_00096,NPG_00085,NPU_00096,2023-01-01,member
MEM_NPG_00085_NPU_00105,NPG_00085,NPU_00105,2023-01-01,member
MEM_NPG_00085_NPU_00123,NPG_00085,NPU_00123,2023-01-01,member
MEM_NPG_00085_NPU_00138,NPG_00085,NPU_00138,2023-01-01,member
MEM_NPG_00085_NPU_00032,NPG_00085,NPU_00032,2023-01-01,member
MEM_NPG_00085_NPU_00049,NPG_00085,NPU_00049,2023-01-01,member
MEM_NPG_00085_NPU_00259,NPG_00085,NPU_00259,2023-01-01,member
MEM_NPG_00085_NPU_00206,NPG_00085,NPU_00206,2023-01-01,member
MEM_NPG_00085_NPU_00300,NPG_00085,NPU_00300,2023-01-01,member
MEM_NPG_00086_NPU_00044,NPG_00086,NPU_00044,2023-01-01,member
MEM_NPG_00086_NPU_00175,NPG_00086,NPU_00175,2023-01-01,member
MEM_NPG_00086_NPU_00013,NPG_00086,NPU_00013,2023-01-01,member
MEM_NPG_00086_NPU_00194,NPG_00086,NPU_00194,2023-01-01,member
MEM_NPG_00087_NPU_00122,NPG_00087,NPU_00122,2023-01-01,member
MEM_NPG_00087_NPU_00111,NPG_00087,NPU_00111,2023-01-01,member
MEM_NPG_00087_NPU_00158,NPG_00087,NPU_00158,2023-01-01,member
MEM_NPG_00087_NPU_00214,NPG_00087,NPU_00214,2023-01-01,member
MEM_NPG_00087_NPU_00105,NPG_00087,NPU_00105,2023-01-01,member
MEM_NPG_00088_NPU_00117,NPG_00088,NPU_00117,2023-01-01,member
MEM_NPG_00088_NPU_00161,NPG_00088,NPU_00161,2023-01-01,member
MEM_NPG_00088_NPU_00096,NPG_00088,NPU_00096,2023-01-01,member
MEM_NPG_00088_NPU_00166,NPG_00088,NPU_00166,2023-01-01,member
MEM_NPG_00088_NPU_00167,NPG_00088,NPU_00167,2023-01-01,member
MEM_NPG_00088_NPU_00042,NPG_00088,NPU_00042,2023-01-01,member
MEM_NPG_00089_NPU_00096,NPG_00089,NPU_00096,2023-01-01,member
MEM_NPG_00089_NPU_00005,NPG_00089,NPU_00005,2023-01-01,member
MEM_NPG_00089_NPU_00151,NPG_00089,NPU_00151,2023-01-01,member
MEM_NPG_00089_NPU_00142,NPG_00089,NPU_00142,2023-01-01,member
MEM_NPG_00089_NPU_00202,NPG_00089,NPU_00202,2023-01-01,member
MEM_NPG_00089_NPU_00247,NPG_00089,NPU_00247,2023-01-01,member
MEM_NPG_00090_NPU_00289,NPG_00090,NPU_00289,2023-01-01,member
MEM_NPG_00090_NPU_00123,NPG_00090,NPU_00123,2023-01-01,member
MEM_NPG_00090_NPU_00064,NPG_00090,NPU_00064,2023-01-01,member
MEM_NPG_00090_NPU_00234,NPG_00090,NPU_00234,2023-01-01,member
MEM_NPG_00091_NPU_00059,NPG_00091,NPU_00059,2023-01-01,member
MEM_NPG_00091_NPU_00225,NPG_00091,NPU_00225,2023-01-01,member
MEM_NPG_00091_NPU_00218,NPG_00091,NPU_00218,2023-01-01,member
MEM_NPG_00092_NPU_00152,NPG_00092,NPU_00152,2023-01-01,member
MEM_NPG_00092_NPU_00159,NPG_00092,NPU_00159,2023-01-01,member
MEM_NPG_00092_NPU_00195,NPG_00092,NPU_00195,2023-01-01,member
MEM_NPG_00092_NPU_00057,NPG_00092,NPU_00057,2023-01-01,member
MEM_NPG_00092_NPU_00245,NPG_00092,NPU_00245,2023-01-01,member
MEM_NPG_00092_NPU_00149,NPG_00092,NPU_00149,2023-01-01,member
MEM_NPG_00092_NPU_00092,NPG_00092,NPU_00092,2023-01-01,member
MEM_NPG_00093_NPU_00293,NPG_00093,NPU_00293,2023-01-01,member
MEM_NPG_00093_NPU_00229,NPG_00093,NPU_00229,2023-01-01,member
MEM_NPG_00093_NPU_00127,NPG_00093,NPU_00127,2023-01-01,member
MEM_NPG_00093_NPU_00263,NPG_00093,NPU_00263,2023-01-01,member
MEM_NPG_00093_NPU_00296,NPG_00093,NPU_00296,2023-01-01,member
MEM_NPG_00093_NPU_00136,NPG_00093,NPU_00136,2023-01-01,member
MEM_NPG_00094_NPU_00030,NPG_00094,NPU_00030,2023-01-01,member
MEM_NPG_00094_NPU_00081,NPG_00094,NPU_00081,2023-01-01,member
MEM_NPG_00094_NPU_00106,NPG_00094,NPU_00106,2023-01-01,member
MEM_NPG_00094_NPU_00172,NPG_00094,NPU_00172,2023-01-01,member
MEM_NPG_00094_NPU_00251,NPG_00094,NPU_00251,2023-01-01,member
MEM_NPG_00094_NPU_00082,NPG_00094,NPU_00082,2023-01-01,member
MEM_NPG_00094_NPU_00286,NPG_00094,NPU_00286,2023-01-01,member
MEM_NPG_00094_NPU_00256,NPG_00094,NPU_00256,2023-01-01,member
MEM_NPG_00095_NPU_00149,NPG_00095,NPU_00149,2023-01-01,member
MEM_NPG_00095_NPU_00041,NPG_00095,NPU_00041,2023-01-01,member
MEM_NPG_00095_NPU_00029,NPG_00095,NPU_00029,2023-01-01,member
MEM_NPG_00095_NPU_00103,NPG_00095,NPU_00103,2023-01-01,member
MEM_NPG_00095_NPU_00110,NPG_00095,NPU_00110,2023-01-01,member
MEM_NPG_00095_NPU_00008,NPG_00095,NPU_00008,2023-01-01,member
MEM_NPG_00095_NPU_00156,NPG_00095,NPU_00156,2023-01-01,member
MEM_NPG_00095_NPU_00191,NPG_00095,NPU_00191,2023-01-01,member
MEM_NPG_00096_NPU_00156,NPG_00096,NPU_00156,2023-01-01,member
MEM_NPG_00096_NPU_00227,NPG_00096,NPU_00227,2023-01-01,member
MEM_NPG_00096_NPU_00065,NPG_00096,NPU_00065,2023-01-01,member
MEM_NPG_00097_NPU_00117,NPG_00097,NPU_00117,2023-01-01,member
MEM_NPG_00097_NPU_00182,NPG_00097,NPU_00182,2023-01-01,member
MEM_NPG_00097_NPU_00242,NPG_00097,NPU_00242,2023-01-01,member
MEM_NPG_00097_NPU_00109,NPG_00097,NPU_00109,2023-01-01,member
MEM_NPG_00097_NPU_00100,NPG_00097,NPU_00100,2023-01-01,member
MEM_NPG_00098_NPU_00048,NPG_00098,NPU_00048,2023-01-01,member
MEM_NPG_00098_NPU_00137,NPG_00098,NPU_00137,2023-01-01,member
MEM_NPG_00098_NPU_00291,NPG_00098,NPU_00291,2023-01-01,member
MEM_NPG_00099_NPU_00080,NPG_00099,NPU_00080,2023-01-01,member
MEM_NPG_00099_NPU_00281,NPG_00099,NPU_00281,2023-01-01,member
MEM_NPG_00099_NPU_00143,NPG_00099,NPU_00143,2023-01-01,member
MEM_NPG_00099_NPU_00087,NPG_00099,NPU_00087,2023-01-01,member
MEM_NPG_00100_NPU_00013,NPG_00100,NPU_00013,2023-01-01,member
MEM_NPG_00100_NPU_00195,NPG_00100,NPU_00195,2023-01-01,member
MEM_NPG_00101_NPU_00026,NPG_00101,NPU_00026,2023-01-01,member
MEM_NPG_00101_NPU_00189,NPG_00101,NPU_00189,2023-01-01,member
MEM_NPG_00101_NPU_00258,NPG_00101,NPU_00258,2023-01-01,member
MEM_NPG_00102_NPU_00274,NPG_00102,NPU_00274,2023-01-01,member
MEM_NPG_00102_NPU_00185,NPG_00102,NPU_00185,2023-01-01,member
MEM_NPG_00103_NPU_00192,NPG_00103,NPU_00192,2023-01-01,member
MEM_NPG_00103_NPU_00148,NPG_00103,NPU_00148,2023-01-01,member
MEM_NPG_00103_NPU_00123,NPG_00103,NPU_00123,2023-01-01,member
MEM_NPG_00103_NPU_00295,NPG_00103,NPU_00295,2023-01-01,member
MEM_NPG_00104_NPU_00127,NPG_00104,NPU_00127,2023-01-01,member
MEM_NPG_00104_NPU_00022,NPG_00104,NPU_00022,2023-01-01,member
MEM_NPG_00104_NPU_00115,NPG_00104,NPU_00115,2023-01-01,member
MEM_NPG_00104_NPU_00007,NPG_00104,NPU_00007,2023-01-01,member
MEM_NPG_00104_NPU_00226,NPG_00104,NPU_00226,2023-01-01,member
MEM_NPG_00104_NPU_00098,NPG_00104,NPU_00098,2023-01-01,member
MEM_NPG_00105_NPU_00063,NPG_00105,NPU_00063,2023-01-01,member
MEM_NPG_00105_NPU_00268,NPG_00105,NPU_00268,2023-01-01,member
MEM_NPG_00105_NPU_00054,NPG_00105,NPU_00054,2023-01-01,member
MEM_NPG_00105_NPU_00194,NPG_00105,NPU_00194,2023-01-01,member
MEM_NPG_00105_NPU_00239,NPG_00105,NPU_00239,2023-01-01,member
MEM_NPG_00105_NPU_00207,NPG_00105,NPU_00207,2023-01-01,member
MEM_NPG_00106_NPU_00243,NPG_00106,NPU_00243,2023-01-01,member
MEM_NPG_00106_NPU_00083,NPG_00106,NPU_00083,2023-01-01,member
MEM_NPG_00106_NPU_00245,NPG_00106,NPU_00245,2023-01-01,member
MEM_NPG_00107_NPU_00146,NPG_00107,NPU_00146,2023-01-01,member
MEM_NPG_00107_NPU_00203,NPG_00107,NPU_00203,2023-01-01,member
MEM_NPG_00107_NPU_00058,NPG_00107,NPU_00058,2023-01-01,member
MEM_NPG_00107_NPU_00256,NPG_00107,NPU_00256,2023-01-01,member
MEM_NPG_00107_NPU_00042,NPG_00107,NPU_00042,2023-01-01,member
MEM_NPG_00107_NPU_00027,NPG_00107,NPU_00027,2023-01-01,member
MEM_NPG_00107_NPU_00165,NPG_00107,NPU_00165,2023-01-01,member
MEM_NPG_00108_NPU_00154,NPG_00108,NPU_00154,2023-01-01,member
MEM_NPG_00108_NPU_00273,NPG_00108,NPU_00273,2023-01-01,member
MEM_NPG_00108_NPU_00009,NPG_00108,NPU_00009,2023-01-01,member
MEM_NPG_00108_NPU_00125,NPG_00108,NPU_00125,2023-01-01,member
MEM_NPG_00108_NPU_00096,NPG_00108,NPU_00096,2023-01-01,member
MEM_NPG_00108_NPU_00241,NPG_00108,NPU_00241,2023-01-01,member
MEM_NPG_00109_NPU_00004,NPG_00109,NPU_00004,2023-01-01,member
MEM_NPG_00109_NPU_00038,NPG_00109,NPU_00038,2023-01-01,member
MEM_NPG_00110_NPU_00043,NPG_00110,NPU_00043,2023-01-01,member
MEM_NPG_00110_NPU_00049,NPG_00110,NPU_00049,2023-01-01,member
MEM_NPG_00110_NPU_00159,NPG_00110,NPU_00159,2023-01-01,member
MEM_NPG_00111_NPU_00296,NPG_00111,NPU_00296,2023-01-01,member
MEM_NPG_00111_NPU_00257,NPG_00111,NPU_00257,2023-01-01,member
MEM_NPG_00111_NPU_00075,NPG_00111,NPU_00075,2023-01-01,member
MEM_NPG_00112_NPU_00167,NPG_00112,NPU_00167,2023-01-01,member
MEM_NPG_00112_NPU_00268,NPG_00112,NPU_00268,2023-01-01,member
MEM_NPG_00112_NPU_00150,NPG_00112,NPU_00150,2023-01-01,member
MEM_NPG_00112_NPU_00261,NPG_00112,NPU_00261,2023-01-01,member
MEM_NPG_00112_NPU_00062,NPG_00112,NPU_00062,2023-01-01,member
MEM_NPG_00112_NPU_00111,NPG_00112,NPU_00111,2023-01-01,member
MEM_NPG_00112_NPU_00008,NPG_00112,NPU_00008,2023-01-01,member
MEM_NPG_00112_NPU_00149,NPG_00112,NPU_00149,2023-01-01,member
MEM_NPG_00113_NPU_00109,NPG_00113,NPU_00109,2023-01-01,member
MEM_NPG_00113_NPU_00054,NPG_00113,NPU_00054,2023-01-01,member
MEM_NPG_00113_NPU_00116,NPG_00113,NPU_00116,2023-01-01,member
MEM_NPG_00113_NPU_00187,NPG_00113,NPU_00187,2023-01-01,member
MEM_NPG_00113_NPU_00282,NPG_00113,NPU_00282,2023-01-01,member
MEM_NPG_00113_NPU_00258,NPG_00113,NPU_00258,2023-01-01,member
MEM_NPG_00113_NPU_00060,NPG_00113,NPU_00060,2023-01-01,member
MEM_NPG_00114_NPU_00019,NPG_00114,NPU_00019,2023-01-01,member
MEM_NPG_00114_NPU_00290,NPG_00114,NPU_00290,2023-01-01,member
MEM_NPG_00114_NPU_00208,NPG_00114,NPU_00208,2023-01-01,member
MEM_NPG_00115_NPU_00023,NPG_00115,NPU_00023,2023-01-01,member
MEM_NPG_00115_NPU_00093,NPG_00115,NPU_00093,2023-01-01,member
MEM_NPG_00115_NPU_00152,NPG_00115,NPU_00152,2023-01-01,member
MEM_NPG_00115_NPU_00010,NPG_00115,NPU_00010,2023-01-01,member
MEM_NPG_00115_NPU_00142,NPG_00115,NPU_00142,2023-01-01,member
MEM_NPG_00115_NPU_00046,NPG_00115,NPU_00046,2023-01-01,member
MEM_NPG_00115_NPU_00072,NPG_00115,NPU_00072,2023-01-01,member
MEM_NPG_00115_NPU_00129,NPG_00115,NPU_00129,2023-01-01,member
MEM_NPG_00116_NPU_00280,NPG_00116,NPU_00280,2023-01-01,member
MEM_NPG_00116_NPU_00146,NPG_00116,NPU_00146,2023-01-01,member
MEM_NPG_00116_NPU_00123,NPG_00116,NPU_00123,2023-01-01,member
MEM_NPG_00117_NPU_00195,NPG_00117,NPU_00195,2023-01-01,member
MEM_NPG_00117_NPU_00090,NPG_00117,NPU_00090,2023-01-01,member
MEM_NPG_00117_NPU_00210,NPG_00117,NPU_00210,2023-01-01,member
MEM_NPG_00117_NPU_00175,NPG_00117,NPU_00175,2023-01-01,member
MEM_NPG_00117_NPU_00183,NPG_00117,NPU_00183,2023-01-01,member
MEM_NPG_00117_NPU_00292,NPG_00117,NPU_00292,2023-01-01,member
MEM_NPG_00117_NPU_00213,NPG_00117,NPU_00213,2023-01-01,member
MEM_NPG_00118_NPU_00221,NPG_00118,NPU_00221,2023-01-01,member
MEM_NPG_00118_NPU_00272,NPG_00118,NPU_00272,2023-01-01,member
MEM_NPG_00118_NPU_00158,NPG_00118,NPU_00158,2023-01-01,member
MEM_NPG_00118_NPU_00087,NPG_00118,NPU_00087,2023-01-01,member
MEM_NPG_00118_NPU_00028,NPG_00118,NPU_00028,2023-01-01,member
MEM_NPG_00118_NPU_00253,NPG_00118,NPU_00253,2023-01-01,member
MEM_NPG_00118_NPU_00282,NPG_00118,NPU_00282,2023-01-01,member
MEM_NPG_00118_NPU_00201,NPG_00118,NPU_00201,2023-01-01,member
MEM_NPG_00118_NPU_00101,NPG_00118,NPU_00101,2023-01-01,member
MEM_NPG_00119_NPU_00009,NPG_00119,NPU_00009,2023-01-01,member
MEM_NPG_00119_NPU_00156,NPG_00119,NPU_00156,2023-01-01,member
MEM_NPG_00120_NPU_00104,NPG_00120,NPU_00104,2023-01-01,member
MEM_NPG_00120_NPU_00225,NPG_00120,NPU_00225,2023-01-01,member
MEM_NPG_00120_NPU_00185,NPG_00120,NPU_00185,2023-01-01,member
MEM_NPG_00120_NPU_00238,NPG_00120,NPU_00238,2023-01-01,member
